Id,init_name,full_name,affiliation,city,country
2511,GBAGUIDI F,GBAGUIDI FERNAND,Univ Abomey Calavi  FSS  Lab Pharmacognosie & Huiles Essentielles LAPHE,Cotonou 188,Benin
2512,GBAGUIDI G,GBAGUIDI GILDAS,IRD  UMR 216,F-75270 Paris 06,France
2513,GBAGUIDI G,GBAGUIDI GILDAS,Fac Pharmaceut Sci  IRD UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris 06,France
2514,GBEDANDE K,GBEDANDE K,,,
2515,GBEDANDE K,GBEDANDE KOMI,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2516,GBEDANDE K,GBEDANDE KOMI,Univ Abomey Calavi  Fac Sci & Tech  Dept Biochim & Biol Cellulaire,Benin,Nigeria
2517,GBEDANDE K,GBEDANDE KOMI,Univ Abomey Calavi  Fac Sci Sante  CERPAGE,Cotonou,Benin
2518,GBEDANDE K,GBEDANDE KOMI,Univ Abomey Calavi  Fac Sci & Tech  Dept Biochim & Biol Cellulaire,Cotonou,Benin
2519,GBEDANDE K,GBEDANDE KOMI,MERIT UMR D216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
2520,GBEDJISSI G,GBEDJISSI GHELUS,,,
2521,GBEDJISSI G,GBEDJISSI GHELUS,Ctr Rech Entomol Cotonou,Cotonou,Benin
2522,GBEDJISSI G,GBEDJISSI GHELUS,CREC,Cotonou,Benin
2523,GBEDJISSI G L,GBEDJISSI GHELUS LOUIS,,,
2524,GBEDJISSI G L,GBEDJISSI GHELUS LOUIS,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin
2525,GBEHA E,GBEHA ELIAS,Univ Montreal  Mother & Child Univ Hosp Ctr CHU St Justin  Res Ctr  Montreal,PQ H3T 1C5,Canada
2526,GBENOU D,GBENOU DINA,,,
2527,GBENOU D,GBENOU DINA,World Hlth Org Off,Cotonou,Benin
2528,GBENOU D,GBENOU DINA,WHO,Cotonou,Benin
2529,GBENOU D,GBENOU DINA,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
2530,GBENOU D,GBENOU DINA,World Hlth Org,Cotonou,Benin
2531,GBENOU J,GBENOU JOACHIM,,,
2532,GBENOU J,GBENOU JOACHIM,Univ Abomey Calavi  Lab Pharmacognosie & Huiles Essentielles UFR Phar  Fac Sci Sante,Cotonou,Benin
2533,GBENOU J,GBENOU J,,,
2534,GBOTOSHO G,GBOTOSHO G,,,
2535,GELEIJNSE J M,GELEIJNSE JOHANNA M,,,
2536,GELEIJNSE J M,GELEIJNSE JOHANNA M,Wageningen Univ  Div Human Nutr,NL-6700 AP Wageningen,Netherlands
2537,GENTON B,GENTON BLAISE,,,
2538,GENTON B,GENTON BLAISE,Swiss Trop & Publ Hlth Inst  Dept Epidemiol & Publ Hlth,Basel,Switzerland
2539,GENTON B,GENTON BLAISE,Univ Lausanne Hosp  Div Infect Dis,Lausanne,Switzerland
2540,GENTON B,GENTON BLAISE,Univ Lausanne Hosp  Dept Ambulatory Care & Community Med,Lausanne,Switzerland
2541,GENTON B,GENTON BLAISE,Univ Hosp  Div Infect Dis,Lausanne,Switzerland
2542,GENTON B,GENTON BLAISE,Univ Hosp  Dept Ambulatory Care & Community Med,Lausanne,Switzerland
2543,GENTON B,GENTON B,,,
2544,GENTON B,GENTON B,Swiss Trop & Publ Hlth Inst  Dept Epidemiol & Publ Hlth,Basel,Switzerland
2545,GENTON B,GENTON B,Univ Lausanne Hosp  Div Infect Dis,Lausanne,Switzerland
2546,GENTON B,GENTON B,Univ Lausanne Hosp  Dept Ambulatory Care & Community Med,Lausanne,Switzerland
2547,GESSNER B D,GESSNER BRADFORD D,,,
2548,GESSNER B D,GESSNER BRADFORD D,Agence Med Prevent,Paris,France
2549,GETHING P W,GETHING PETER W,,,
2550,GETHING P W,GETHING PETER W,Univ Oxford  Dept Zool  Spatial Ecol & Epidemiol Grp,Oxford OX1 3PS,England
2551,GETHING P W,GETHING PETER W,Univ Oxford  Dept Zool  Spatial Ecol & Epidemiol Grp  S Parks Rd,Oxford,England
2552,GETHING P W,GETHING PETER W,Univ Oxford  Dept Zool  Spatial Ecol & Epidemiol Grp,Oxford,England
2553,GHAFARI C,GHAFARI CALINE,Univ Paris 05  COMUE Sorbonne Paris Cite  Inst Rech Dev  Mere & Enfant Face Infect Trop UMR216,Paris,France
2554,GHAFARI C,GHAFARI CALINE,Univ Paris 05  COMUE Sorbonne Paris Cite  Fac Pharm,Paris,France
2555,GIBNEY K B,GIBNEY KATHERINE B,,,
2556,GIBNEY K B,GIBNEY KATHERINE B,Monash Univ  Melbourne,Vic 3004,Australia
2557,GIBSON G,GIBSON GABRIELLA,Univ Greenwich  NRI,London SE18 6PF,England
2558,GIBSON G,GIBSON GABRIELLA,,,
2559,GIBSON G,GIBSON GABRIELLA,Univ Greenwich Medway  Nat Resources Inst  Dept Agr Hlth & Environm  Chatham ME4 4TB,Kent,England
2560,GIBSON G,GIBSON G,,,
2561,GIBSON G,GIBSON G,Univ Greenwich Medway  Nat Resources Inst  Dept Agr Hlth & Environm  Chatham,Kent,England
2562,GIL J P,GIL JOSE P,,,
2563,GIL J P,GIL JOSE P,Karolinska Inst  Pharmacogenet Sect  Drug Resistance Unit  Dept Physiol & Pharmacol,Stockholm,Sweden
2564,GIL J P,GIL JOSE P,Univ Lisbon  Fac Sci  Biosyst & Integrat Sci Inst BioISI,P-1699 Lisbon,Portugal
2565,GIL J P,GIL JOSE P,SUNY Binghamton  Harpur Coll Arts & Sci,Binghamton,NY USA
2566,GIL J P,GIL J P,,,
2567,GIL J P,GIL J P,Univ Lisbon  Fac Ciencias  Ctr Biodivers Funct & Integrat Genom  Drug Resistance & Pharmacogenet,P-1699 Lisbon,Portugal
2568,GIL J P,GIL J P,Karolinska Inst  Dept Physiol & Pharmacol  Drug Resistance Unit  Pharmacogenet Sect,Stockholm,Sweden
2569,GIL J P,GIL J P,SUNY Binghamton  Harpur Coll Arts & Sci,Binghamton,NY USA
2570,GIL P,GIL PADONOU,,,
2571,GILLES J R L,GILLES JEREMIE R L,,,
2572,GILLES J R L,GILLES JEREMIE R L,IAEA  Joint FAO IAEA Div Nucl Tech Food  Insect Pest Control Lab,A-1400 Vienna,Austria
2573,GILLES J R L,GILLES JEREMIE R L,IAEA  Joint FAO IAEA Div Nucl Tech Food & Agr  Insect Pest Control Lab  FAO IAEM Agr & Biotechnol Labs,A-1400 Vienna,Austria
2574,GINAWI I A M,GINAWI IBRAHIM ABDELMAGEEM MOHAMED,,,
2575,GINAWI I A M,GINAWI IBRAHIM ABDELMAGEEM MOHAMED,Univ Hail  Coll Med,Hail,Saudi Arabia
2576,GIRARD P M,GIRARD P M,,,
2577,GIRARD P M,GIRARD PIERREMARIE,,,
2578,GLASER E L,GLASER ELIZABETH L,,,
2579,GLASER E L,GLASER ELIZABETH L,Brandeis Univ  Heller Sch Social Policy & Management,Waltham,MA USA
2580,GLELEKAKAI C,GLELEKAKAI C,,,
2581,GLITHO I,GLITHO ISABELLE,,,
2582,GLITHO I,GLITHO ISABELLE,Univ Lome  Fac Sci & Tech,Lome,Togo
2583,GNANGUENON V,GNANGUENON VIRGILE,CREC,Cotonou,Benin
2584,GNANGUENON V,GNANGUENON VIRGILE,Univ Abomey Calavi  Fac Sci & Tech,Abomey Calavi,Benin
2585,GNANGUENON V,GNANGUENON VIRGILE,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin
2586,GNANGUENON V,GNANGUENON VIRGILE,Ctr Rech Entomol Cotonou,Cotonou,Benin
2587,GNANGUENON V,GNANGUENON VIRGILE,Ctr Rech Entomol Cotonou,Cotonou 06,Benin
2588,GNANGUENON V,GNANGUENON VIRGILE,Univ Abomey Calavi  Fac Sci & Tech,Cotonou 01,Benin
2589,GNANGUENON V,GNANGUENON VIRGILE,Ctr Rech Entomol Cotonou CREC,Cotonou,Benin
2590,GNANGUENON V,GNANGUENON VIRGILE,Ctr Rech Entomolog Cotonou,Cotonou,Benin
2591,GNANGUENON V,GNANGUENON VIRGILE,Univ Abomey Calavi  FAST  Lab Evolut Biodiversite Arthropodes & Assainissem,Cotonou,Benin
2592,GNANGUENON V,GNANGUENON VIRGILE,CREC,Cotonou 2604,Benin
2593,GNANGUENON V,GNANGUENON VIRGILE,,,
2594,GNANGUENON V,GNANGUENON VIRGILE,Minist Hlth,Cotonou,Benin
2595,GNANGUENON V,GNANGUENON VIRGILE,Univ Abomey  Fac Sci & Tech,Calavi,Benin
2596,GNANKINE O,GNANKINE OLIVIER,Univ Ouagadougou  Appl Entomol Lab,Ouagadougou,Burkina Faso
2597,GNIDEHOU S,GNIDEHOU SEDAMI,,,
2598,GNIDEHOU S,GNIDEHOU SEDAMI,Inst Rech Dev Mother & Child Hlth  Trop Res Unit  UMR216,Paris,France
2599,GNIDEHOU S,GNIDEHOU SEDAMI,IRD  UMR216,F-75006 Paris,France
2600,GNIDEHOU S,GNIDEHOU SEDAMI,Inst Rech Dev  IRD UMR 216,Paris,France
2601,GNIDEHOU S,GNIDEHOU SEDAMI,Univ Paris 05,Paris,France
2602,GNIDEHOU S,GNIDEHOU S,IRD  UMR216,Paris,France
2603,GNIDEHOU S,GNIDEHOU S,Univ Paris 05,Paris,France
2604,GNIDEHOU S,GNIDEHOU SEDAMI,Univ Paris 05  PRES Sorbonne Paris Cite,F-75270 Paris 06,France
2605,GNIDEHOU S,GNIDEHOU SEDAMI,Inst Rech Dev  Mere & Enfant Face Infect Trop UMR216,Paris,France
2606,GNIDEHOU S,GNIDEHOU SEDAMI,Inst Rech Dev,Paris,France
2607,GNIDEHOU S,GNIDEHOU SEDAMI,IRD  Dept Parasitol  UMR216  Lab Parasitol,F-75006 Paris,France
2608,GNIDEHOU S,GNIDEHOU SEDAMI,Univ Paris 05  Dept Parasitol,Paris,France
2609,GNIDEHOU S,GNIDEHOU SEDAMI,Univ Paris 05  Fac Pharm,Paris,France
2610,GNIDEHOU S,GNIDEHOU SEDAMI,Inst Rech Dev  UMR216,Paris,France
2611,GOMEZ M B,GOMEZ MARINELY B,,,
2612,GOMEZ M B,GOMEZ MARINELY B,Inst Rech Dev  MIVEGEC  IRD 224  CNRS 5290 UM1 UM2,Cotonou,Benin
2613,GOMEZ M B,GOMEZ MARINELY B,Minist Sante  Ctre Rech Entomol Cotonou,Cotonou,Benin
2614,GOMEZ S,GOMEZ SELMA,,,
2615,GOMEZ S,GOMEZ SELMA,Univ Abomey Calavi  Lab Biochim & Biol Mol,Cotonou,Benin
2616,GOMEZ S,GOMEZ SELMA,Univ Abomey Calavi  Natl Sickle Cell Dis Ctr,Cotonou,Benin
2617,GONA P,GONA PHILIMON,,,
2618,GONA P,GONA PHILIMON,Univ Massachusetts  Sch Med,Worcester,MA 01605 USA
2619,GONZALEZ R,GONZALEZ RAQUEL,,,
2620,GONZALEZ R,GONZALEZ RAQUEL,Ctr Invest Saude Manhica,Manhica,Mozambique
2621,GONZALEZ R,GONZALEZ RAQUEL,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal  Hosp Clin,Barcelona,Spain
2622,GONZALEZ R,GONZALEZ RAQUEL,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  Hosp Clin  Inst Invest Biomed August Pi I Sunyer,E-08036 Barcelona,Spain
2623,GONZALEZ R,GONZALEZ RAQUEL,CISM,Manhica,Mozambique
2624,GONZALEZ R,GONZALEZ RAQUEL,Univ Barcelona  Hosp Clin  Ctr Invest Saude Manhica Manhica Mozamb & ISGloba  Barcelona Ctr Int Hlth Res CRESIB,E-08007 Barcelona,Spain
2625,GONZALEZ R,GONZALEZ RAQUEL,Univ Barcelona  Hosp Clin  ISGlobal  Barcelona Ctr Int Hlth Res CRESIB,Barcelona,Spain
2626,GONZALEZ R,GONZALEZ RAQUEL,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
2627,GONZALEZ R,GONZALEZ RAQUEL,Hosp Clin Univ Barcelona  Barcelona Inst Global Hlth  Barcelona Ctr Int Hlth Res  ISGlobal CRESIB,Barcelona,Spain
2628,GONZALEZ R,GONZALEZ RAQUEL,Manh Hlth Res Ctr CISM,Manhica,Mozambique
2629,GONZALEZ R,GONZALEZ RAQUEL,Univ Barcelona  Hosp Clin  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal,Barcelona,Spain
2630,GONZALEZ R,GONZALEZ R,,,
2631,GONZALEZ R,GONZALEZ R,Ctr Invest Saude Manhica,Manhica,Mozambique
2632,GONZALEZ R,GONZALEZ R,Ctr Recerca Salut Int Barcelona,Barcelona,Spain
2633,GONZALEZ R,GONZALEZ RAQUEL,Univ Barcelona  ISGlobal  Barcelona Ctr Int Hlth Res CRESIB  Hosp Clin,Barcelona,Spain
2634,GONZALEZ R,GONZALEZ RAQUEL,Univ Barcelona  Hosp Clin Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal,Barcelona,Spain
2635,GONZALEZ R,GONZALEZ R,Barcelona Inst Global Hlth ISGlobal,Barcelona,Spain
2636,GONZALEZ R,GONZALEZ R,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
2637,GONZALEZ R,GONZALEZ RAQUEL,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  Hosp Clin  Inst Invest Biomed August Pi I Sunyer IDIBAPS,Barcelona,Spain
2638,GOODMAN C,GOODMAN CATHERINE,,,
2639,GOODMAN C,GOODMAN CATHERINE,London Sch Hyg & Trop Med  Dept Global Hlth & Dev,London WC1H 9SH,England
2640,GOODMAN C,GOODMAN CATHERINE,London Sch Hyg & Trop Med,London WC1,England
2641,GOTO A,GOTO ATSUSHI,,,
2642,GOTO A,GOTO ATSUSHI,Natl Ctr Global Hlth & Med  Dept Diabet Res,Tokyo,Japan
2643,GOUAGNA C,GOUAGNA C,,,
2644,GOUAGNA C,GOUAGNA C,Univ Montpellier 2  Univ Montpellier 1  IRD  MIVEGEC,Montpellier,France
2645,GOUAGNA L C,GOUAGNA LOUIS CLEMENT,,,
2646,GOUAGNA L C,GOUAGNA LOUIS CLEMENT,Ctr Rech & Veille Malad Emergentes Ocean Indien C  MIVEGEC Malad Infect & Vecteurs Ecol Genet Evolut  UMR 5290 224  Inst Rech Dev,St Clotilde,Reunion
2647,GOUDA H N,GOUDA HEBE N,,,
2648,GOUDA H N,GOUDA HEBE N,Univ Queensland  Brisbane,Qld,Australia
2649,GOUISSI F M,GOUISSI F MODESTE,UAC  CIFRED  Lab Toxicol & Environm Hlth,Cotonou,Benin
2650,GOUISSI S G A,GOUISSI S G AUGUSTIN,,,
2651,GOUISSI S G A,GOUISSI S G AUGUSTIN,UAC  Fac Hlth Sci FSS,Cotonou,Benin
2652,GOULET J P,GOULET JEANPHILIPPE,,,
2653,GOURMEL B,GOURMEL BERNARD,,,
2654,GOVOETCHAN R,GOVOETCHAN RENAUD,CREC,Cotonou,Benin
2655,GOVOETCHAN R,GOVOETCHAN RENAUD,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin
2656,GOVOETCHAN R,GOVOETCHAN RENAUD,Minist Sante  Ctr Rech Entomol Cotonou,Cotonou,Benin
2657,GOVOETCHAN R,GOVOETCHAN RENAUD,Univ Abomey Calavi  Fac Sci & Tech,Godomey,Benin
2658,GOVOETCHAN R,GOVOETCHAN RENAUD,Ctr Rech Entomol Cotonou,Cotonou,Benin
2659,GOVOETCHAN R,GOVOETCHAN RENAUD,Univ Abomey Calavi  Fac Sci & Tech,Abomey Calavi,Benin
2660,GOVOETCHAN R,GOVOETCHAN RENAUD,Ctr Rech Entomol Cotonou,Cotonou 06,Benin
2661,GOVOETCHAN R,GOVOETCHAN RENAUD,Univ Abomey Calavi  Fac Sci & Tech,Cotonou 01,Benin
2662,GOVOETCHAN R,GOVOETCHAN RENAUD,Ctr Rech Entomol Cotonou CREC,Cotonou,Benin
2663,GOVOETCHAN R,GOVOETCHAN RENAUD,CREC,Cotonou 2604,Benin
2664,GRAETZ N,GRAETZ NICHOLAS,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA
2665,GRANDESSO F,GRANDESSO FRANCESCO,,,
2666,GRANDESSO F,GRANDESSO FRANCESCO,Epictr,Paris,France
2667,GREEN M,GREEN MICHAEL,,,
2668,GREEN M,GREEN MICHAEL,Ctr Dis Control & Prevent,Atlanta,GA USA
2669,GREEN M D,GREEN MICHAEL D,Ctr Dis Control & Prevent  Div Parasit Dis,Atlanta,GA USA
2670,GREENHOUSE B,GREENHOUSE BRYAN,,,
2671,GREENHOUSE B,GREENHOUSE BRYAN,Univ Calif San Francisco  Dept Med,San Francisco,CA 94143 USA
2672,GREENWOOD B,GREENWOOD BRIAN,,,
2673,GREENWOOD B,GREENWOOD BRIAN,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Dis Control,London WC1,England
2674,GREENWOOD B,GREENWOOD BRIAN,LSHTM  Dept Dis Control,London,England
2675,GRENIER J C,GRENIER JEANCHRISTOPHE,,,
2676,GRIETENS K P,GRIETENS KOEN PEETERS,,,
2677,GRIETENS K P,GRIETENS KOEN PEETERS,Inst Trop Med,B-2000 Antwerp,Belgium
2678,GRIETENS K P,GRIETENS KOEN PEETERS,Nagasaki Univ  Sch Int Hlth Dev,Nagasaki 852,Japan
2679,GRIVOYANNIS A,GRIVOYANNIS ANASTASIA,,,
2680,GRIVOYANNIS A,GRIVOYANNIS ANASTASIA,Univ Washington  Div Emergency Med,Seattle,WA 98195 USA
2681,GRIVOYANNIS A,GRIVOYANNIS ANASTASIA,Univ Washington,Seattle,WA 98195 USA
2682,GROS P,GROS PHILIPPE,,,
2683,GROS P,GROS PHILIPPE,McGill Univ  Dept Biochem  Montreal,PQ H3G 0B1,Canada
2684,GUEANT J L,GUEANT JEANLOUIS,,,
2685,GUEANTRODRIGUEZ R M,GUEANTRODRIGUEZ ROSAMARIA,,,
2686,GUEGAN J F,GUEGAN JEANFRANCOIS,,,
2687,GUERIN P J,GUERIN PHILIPPE J,,,
2688,GUERIN P J,GUERIN PHILIPPE J,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
2689,GUERIN P J,GUERIN PHILIPPE J,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
2690,GUERIN P J,GUERIN PHILIPPE J,WWARN,Oxford,England
2691,GUERRA J,GUERRA JOSE,,,
2692,GUERRA J,GUERRA JOSE,Univ Paris  Fac Sci Pharmaceut  IRD  UMR 216,F-75252 Paris,France
2693,GUERRA J,GUERRA JOSE,Inst Rech Dev  UMR216,Paris,France
2694,GUERRA J,GUERRA JOSE,Univ Paris 05  Fac Pharm,Paris,France
2695,GUERRA J,GUERRA JOSE,IRD  UMR216,Paris,France
2696,GUERRA J,GUERRA JOSE,Univ Paris 05,Paris,France
2697,GUERRA J,GUERRA JOSE,Univ Paris 05  Fac Pharm,F-75270 Paris 06,France
2698,GUERRA J,GUERRA J,IRD,Paris,France
2699,GUERRA J,GUERRA J,Univ Paris 05  Fac Pharm,Paris,France
2700,GUESSAN R N,GUESSAN R N,,,
2701,GUEVART E,GUEVART E,Ambassada France,Cotonou,Benin
2702,GUEYE A S,GUEYE ABDOU SALAM,Ctr Dis Control & Prevent  Malaria Branch  Div Parasit Dis & Malaria  Ctr Global Hlth,Atlanta,GA 30333 USA
2703,GUEZOMEVO B,GUEZOMEVO BLAISE,,,
2704,GUGNANI H C,GUGNANI HARISH CHANDER,,,
2705,GUGNANI H C,GUGNANI HARISH CHANDER,St James Sch Med  Kralendijk,Bonaire,Neth Antilles
2706,GUIDETTI F,GUIDETTI FLAVIA,,,
2707,GUIDETTI F,GUIDETTI FLAVIA,UNICEF Senegal,Dakar,Senegal
2708,GUIGUEMDE R,GUIGUEMDE R,,,
2709,GUILLET P,GUILLET P,,,
2710,GUILLET P F,GUILLET P F,,,
2711,GUILLONNEAU F,GUILLONNEAU FRANCOIS,,,
2712,GUILLONNEAU F,GUILLONNEAU FRANCOIS,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
2713,GUILLONNEAU F,GUILLONNEAU FRANCOIS,Univ Paris 05  Prote Facil 3P5,Paris,France
2714,GUILLONNEAU F,GUILLONNEAU FRANCOIS,Univ Paris 05  PRES Sorbonne Paris Cite,Paris,France
2715,GUILLONNEAU F,GUILLONNEAU FRANCOIS,INSERM  Inst Cochin  U1016,Paris,France
2716,GUILLONNEAU F,GUILLONNEAU FRANCOIS,Paris Descartes Univ  Fac Pharm Paris  COMUE Sorbonne Paris Cite,F-75006 Paris,France
2717,GUILLOTTE M,GUILLOTTE MICHELINE,,,
2718,GUILLOTTE M,GUILLOTTE MICHELINE,Inst Pasteur  Unite Immunol Mol Parasites,F-75015 Paris,France
2719,GUILLOTTE M,GUILLOTTE MICHELINE,CNRS  URA 2581,F-75015 Paris,France
2720,GUILLOTTE M,GUILLOTTE MICHELINE,Inst Pasteur  CNRS URA 2581  Unite Immunol Mol Parasites,Paris,France
2721,GUINOVART C,GUINOVART CATERINA,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA
2722,GUIS H,GUIS HELENE,,,
2723,GUIS H,GUIS HELENE,CIRAD  UMR CMAEE,Montpellier,France
2724,GUIS H,GUIS HELENE,CIRAD  UMR CMAEE,F-34398 Montpellier,France
2725,GUIS H,GUIS HELENE,INRA  UMR CMAEE 1309,F-34398 Montpellier,France
2726,GUIS H,GUIS HELENE,INRA  UMR  CMAEEF 1309,F-34398 Montpellier,France
2727,GUITARD E,GUITARD EVELYNE,,,
2728,GUITARD E,GUITARD EVELYNE,CNRS  FRE 2960  Lab Anthropol,Toulouse,France
2729,GUITARD E,GUITARD EVELYNE,Univ Toulouse 3,F-31062 Toulouse,France
2730,GUITARD E,GUITARD EVELYNE,Univ Toulouse 3  Lab Anthropol Mol & Imagerie Synth  UMR 5288,F-31062 Toulouse,France
2731,GUITARD J,GUITARD JULIETTE,Inst Rech Dev  IRD UMR 216,Paris,France
2732,GUITARD J,GUITARD JULIETTE,Univ Paris 05,Paris,France
2733,GUPTA R,GUPTA RAJEEV,,,
2734,GUPTA R,GUPTA RAJEEV,Fortis Escorts Hosp  Jaipur,Rajasthan,India
2735,GUPTA R,GUPTA RAHUL,,,
2736,GUPTA R,GUPTA RAHUL,Kanawha Charleston Hlth Dept,Charleston,WV USA
2737,GUTHMANN J P,GUTHMANN JEANPAUL,,,
2738,GUTHMANN J P,GUTHMANN JP,,,
2739,GUYONNET L,GUYONNET LEA,,,
2740,GUYONNET L,GUYONNET LEA,Inst Rech Dev  UMR Mere & Enfant Face Infect Trop 216,Paris,France
2741,GUYONNET L,GUYONNET LEA,Univ Paris 05  COMUE Sorbonne Paris Cite  Fac Sci Pharmaceut & Biol,Paris,France
2742,GYORKOS T W,GYORKOS TW,,,
2743,HAAR E,HAAR ELODIE,Univ Strasbourg  Inst Parasitol & Pathol Tropicale,F-67000 Strasbourg,France
2744,HAAR E,HAAR ELODIE,,,
2745,HAAR E,HAAR ELODIE,Hop Univ Strasbourg  Lab Parasitol & Mycol Med  Plateau Tech Microbiol,Strasbourg,France
2746,HAFEZINEJAD N,HAFEZINEJAD NIMA,,,
2747,HAMADEH R R,HAMADEH RANDAH RIBHI,,,
2748,HAMADEH R R,HAMADEH RANDAH RIBHI,Arabian Gulf Univ,Manama,Bahrain
2749,HAMAINZA B,HAMAINZA BUSIKU,,,
2750,HAMAINZA B,HAMAINZA BUSIKU,Natl Malaria Control Ctr,Lusaka,Zambia
2751,HAMBORG M,HAMBORG METTE,Univ Copenhagen  Ctr Med Parasitol  Dept Immunol & Microbiol  Fac Hlth & Med Sci,Copenhagen,Denmark
2752,HAMBORG M,HAMBORG METTE,Rigshosp  Dept Infect Dis  Copenhagen Univ Hosp,DK-2100 Copenhagen,Denmark
2753,HAMED K,HAMED KAMAL,,,
2754,HAMED K,HAMED KAMAL,Novartis Pharmaceut,E Hanover,NJ USA
2755,HAMED K,HAMED KAMAL,Novartis Pharmaceut,E Hanover,NJ 07936 USA
2756,HAMEL M,HAMEL M,,,
2757,HAMEL M,HAMEL M,Kenya Govt Med Res Ctr  Malaria Branch  Ctr Dis Control & Prevent,Kisumu,Kenya
2758,HAMEL M,HAMEL MARY,,,
2759,HAMEL M,HAMEL MARY,Kenya Govt Med Res Ctr  Malaria Branch  Ctr Dis Control & Prevent,Kisumu,Kenya
2760,HAMMAMI M,HAMMAMI MOUHANAD,,,
2761,HAMMAMI M,HAMMAMI MOUHANAD,Wayne Cty Dept Hlth & Human Serv,Detroit,MI USA
2762,HAMOUR S,HAMOUR SALLY,,,
2763,HAMOUR S,HAMOUR SALLY,Royal Free Hosp  UCL Ctr Nephrol,London NW3 2QG,England
2764,HANKEY G J,HANKEY GRAEME J,,,
2765,HANKEY G J,HANKEY GRAEME J,Univ Western Australia  Sch Med & Pharmacol  Perth,WA 6009,Australia
2766,HANNA R,HANNA RACHID,Int Inst Trop Agr,Cotonou,Benin
2767,HANNA R,HANNA RACHID,Int Inst Trop Agr,Yaounde,Cameroon
2768,HANSON K,HANSON KARA,,,
2769,HANSON K,HANSON KARA,London Sch Hyg & Trop Med,London WC1,England
2770,HANSON K,HANSON KARA,London Sch Hyg & Trop Med  Dept Global Hlth & Dev,London WC1H 9SH,England
2771,HAPPI C,HAPPI C,,,
2772,HARB H L,HARB HILDA L,,,
2773,HARB H L,HARB HILDA L,Minist Publ Hlth,Beirut,Lebanon
2774,HARISOLO R,HARISOLO RAMIARANTSOA,Univ Cocody Abidjan  UFR Sci Struct Mat & Technol,Abidjan,Cote Ivoire
2775,HARO J M,MARIA HARO JOSEP,,,
2776,HARO J M,MARIA HARO JOSEP,Univ Barcelona  CIBERSAM  Parc Sanitari Sant Joan de Deu,Barcelona,Spain
2777,HARRIS A,HARRIS ANGELA,,,
2778,HARRIS A,HARRIS ANGELA,Cayman Islands Govt  Mosquito Res & Control Unit,Grand Cayman,Cayman Islands
2779,HASSAN J,HASSAN JACQUES,,,
2780,HASSAN J,HASSAN JACQUES,UNICEF Benin,Cotonou,Benin
2781,HASSAN M M,HASSAN MOAWIA MUKHTAR,,,
2782,HASUGIAN A R,HASUGIAN ARMEDY RONNY,,,
2783,HASUGIAN A R,HASUGIAN ARMEDY RONNY,Nat Inst Hlth Res & Dev  Minist Hlth,Jakarta,Indonesia
2784,HATZ C,HATZ CHRISTOPH,,,
2785,HATZ C,HATZ CHRISTOPH,Swiss Trop Inst  Dept Med,CH-4002 Basel,Switzerland
2786,HAUCHECORNE M,HAUCHECORNE MICHELLE,Hop Robert Debre  INSERM  U763 Physiopathol & Pharmacogenom Traitement Drep,F-75019 Paris,France
2787,HAUCHECORNE M,HAUCHECORNE MICHELLE,Univ Paris Diderot  Fac Med,F-75019 Paris,France
2788,HAVMOELLER R,HAVMOELLER RASMUS,,,
2789,HAVMOELLER R,HAVMOELLER RASMUS,Karolinska Inst,Stockholm,Sweden
2790,HAY S I,HAY SIMON I,,,
2791,HAY S I,HAY SIMON I,Univ Oxford  Wellcome Trust Ctr Human Genet,Oxford,England
2792,HAY S I,HAY SIMON I,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA
2793,HAY S I,HAY SIMON I,NIH  Fogarty Int Ctr,Bethesda,MD 20892 USA
2794,HAY S I,HAY SIMON I,Univ Oxford,Oxford,England
2795,HAY S I,HAY SIMON I,Univ Oxford  Dept Zool  Spatial Ecol & Epidemiol Grp,Oxford,England
2796,HEDAYATI M T,HEDAYATI MOHAMMAD T,,,
2797,HEDAYATI M T,HEDAYATI MOHAMMAD T,Mazandaran Univ Med Sci  Sari,Mazandaran,Iran
2798,HEIDECKER J,HEIDECKER J,,,
