True Id,Cluster ID,Id,init_name,last_name,first_name,affiliation,city,country
482,482,1317,GROS P,GROS,PHILIPPE,,,
483,483,1320,RAHIMY M C,RAHIMY,MOHAMED CHERIF,Univ Abomey Calavi  Natl Sickle Cell Dis Ctr,Cotonou,Benin
483,483,5577,RAHIMY M C,RAHIMY,MOHAMED CHERIF,Univ Abomey Calavi  Fac Sci Sante  Femmes Enceintes Atteints Drepanocytose,Cotonou,Benin
483,483,1319,RAHIMY M C,RAHIMY,MOHAMED CHERIF,,,
483,483,2403,RAHIMY M C,RAHIMY,MC,,,
484,484,2914,DE SOUSA A,DE SOUSA,ALEXANDRA,World Hlth Org,CH-1211 Geneva,Switzerland
484,484,1322,DE SOUSA A,DE SOUSA,ALEXANDRA,UNICEF Bur Reg Afrique Ctr & Ouest BRACO,Dakar,Senegal
484,484,4805,DE SOUSA A,DE SOUSA,ALEXANDRA,UNICEF New York,New York,NY USA
485,485,2932,AFFO A,AFFO,ALPHONSE,UNICEF Benin,Cotonou,Benin
485,485,2931,AFFO A,AFFO,ALPHONSE,,,
485,485,1324,AFFO A M,AFFO,ALPHONSE MINGNIMON,UNICEF Benin,Cotonou,Benin
485,485,1323,AFFO A M,AFFO,ALPHONSE MINGNIMON,,,
486,486,4474,ROWE A K,ROWE,ALEXANDER K,Ctr Dis Control & Prevent  Div Parasit Dis,Atlanta,GA 30341 USA
486,486,6070,ROWE A K,ROWE,ALEXANDER K,Ctr Dis Control & Prevent  Malaria Branch  Div Parasit Dis & Malaria  Ctr Global Hlth,Atlanta,GA 30333 USA
486,486,1325,ROWE A K,ROWE,AK,,,
487,487,4476,ONIKPO F,ONIKPO,FAUSTIN,Minist Hlth  Direct Dept Sante Publ Oueme & Plateau,Porto Novo,Benin
487,487,4475,ONIKPO F,ONIKPO,FAUSTIN,,,
487,487,1326,ONIKPO F,ONIKPO,F,,,
488,488,2213,LAMA E K,LAMA,EUGENE KAMAN,Minist Hlth,Conakry,Guinea
488,488,2212,LAMA E K,LAMA,EUGENE KAMAN,,,
489,489,4478,LAMA M,LAMA,MARCEL,Africare Benin,Porto Novo,Benin
489,489,4477,LAMA M,LAMA,MARCEL,,,
489,489,1327,LAMA M,LAMA,M,,,
490,490,4481,DEMING M S,DEMING,MICHAEL S,Ctr Dis Control & Prevent  Div Parasit Dis,Atlanta,GA 30341 USA
490,490,1328,DEMING M S,DEMING,MS,,,
491,491,1330,ATTIOUA B,ATTIOUA,BARTHELEMY,Univ Strasbourg  Fac Pharm  Unite Pharmacognosie,Strasbourg,France
491,491,1329,ATTIOUA B,ATTIOUA,BARTHELEMY,Univ Cocody Abidjan  UFR Sci Struct Mat & Technol,Abidjan,Cote Ivoire
492,492,1332,YEO D,YEO,DODEHE,Univ Cocody Abidjan  UFR Biosci  Lab Pharmacodynamie Biochim,Abidjan,Cote Ivoire
492,492,1331,YEO D,YEO,DODEHE,,,
493,493,1334,LAGNIKA L,LAGNIKA,LATIFOU,Univ Abomey  Lab Biochim & Biol Mol,Cotonou,Benin
493,493,1333,LAGNIKA L,LAGNIKA,LATIFOU,,,
493,493,5038,LAGNIKA L,LAGNIKA,L,,,
494,494,1337,ANTHEAUME C,ANTHEAUME,CYRIL,Univ Strasbourg  Fac Pharm  Serv Commun Analyse RMN,Strasbourg,France
494,494,1336,ANTHEAUME C,ANTHEAUME,CYRIL,,,
495,495,1339,WENIGER B,WENIGER,BERNARD,Univ Strasbourg  Fac Pharm  Unite Pharmacognosie,Strasbourg,France
495,495,1338,WENIGER B,WENIGER,BERNARD,,,
495,495,6011,WENIGER B,WENIGER,B,,,
496,496,1341,KAISER M,KAISER,MARCEL,Swiss Trop & Publ Hlth Inst Parasite Chemotherapy,Basel,Switzerland
496,496,1340,KAISER M,KAISER,MARCEL,,,
497,497,1343,LOBSTEIN A,LOBSTEIN,ANNELISE,Univ Strasbourg  Fac Pharm  Unite Pharmacognosie,Strasbourg,France
497,497,1342,LOBSTEIN A,LOBSTEIN,ANNELISE,,,
498,498,1344,VONTHRONSENECHEAU C,VONTHRONSENECHEAU,CATHERINE,,,
498,498,6012,VONTHRONSENECHEAU C,VONTHRONSENECHEAU,C,,,
499,499,1345,BERO J,BERO,JOANNE,Univ Catholique Louvain  Louvain Drug Res Inst  UCL 7230,B-1200 Brussels,Belgium
499,499,1918,BERO J,BERO,JOANNE,Catholic Univ Louvain  Louvain Drug Res Inst  Pharmacognosy Res Grp,B-1200 Brussels,Belgium
499,499,5236,BERO J,BERO,JOANNE,Catholic Univ Louvain  Pharmacognosy Res Grp  Louvain Drug Res Inst,B-1200 Brussels,Belgium
499,499,1917,BERO J,BERO,JOANNE,,,
500,500,1347,GANFON H,GANFON,HABIB,Univ Abomey Calavi  Fac Sci Sante  Lab Pharmacognosie & Huiles Essentelles UFR Pharm,Cotonou,Benin
500,500,5234,GANFON H,GANFON,HABIB,Univ Abomey Calavi  Lab Pharmacognosie & Huiles Essentielles UFR Phar  Fac Sci Sante,Cotonou,Benin
500,500,5235,GANFON H,GANFON,HABIB,Ctr Beninois Rech Sci & Tech CBRST  Ctr Rech Pharmacopee & Med Traditionnelle,Cotonou,Benin
500,500,1346,GANFON H,GANFON,HABIB,Univ Catholique Louvain  Louvain Drug Res Inst  UCL 7230,B-1200 Brussels,Belgium
500,500,5233,GANFON H,GANFON,HABIB,Catholic Univ Louvain  Pharmacognosy Res Grp  Louvain Drug Res Inst,B-1200 Brussels,Belgium
501,501,1350,FREDERICH M,FREDERICH,MICHEL,Univ Liege  Drug Res Ctr  Lab Pharmacognoise,B-4000 Liege,Belgium
501,501,1926,FREDERICH M,FREDERICH,MICHEL,Univ Liege  Drug Res Ctr  Lab Pharmacognosie,B-4000 Liege,Belgium
501,501,2795,FREDERICH M,FREDERICH,MICHEL,Univ Liege  Lab Pharmacognosy  Drug Res Ctr CIRM  CHU,B-4000 Liege,Belgium
501,501,5245,FREDERICH M,FREDERICH,MICHEL,Univ Liege  Lab Pharmacognosie  CIRM,B-4000 Liege,Belgium
501,501,5246,FREDERICH M,FREDERICH,MICHEL,Univ Liege  Lab Microbiol Med  CIRM,B-4000 Liege,Belgium
501,501,1349,FREDERICH M,FREDERICH,MICHEL,,,
502,502,1352,GBAGUIDI F,GBAGUIDI,FERNAND,Ctr Beninois Rech Sci & Tech,Cotonou,Benin
502,502,1921,GBAGUIDI F,GBAGUIDI,FERNAND,UAC  Fac Sci & Tech FAST  Lab Phys & Synth Organ Chem LaCOPS,Cotonou,Benin
502,502,1922,GBAGUIDI F,GBAGUIDI,FERNAND,UAC  Fac Hlth Sci FSS  Fac Sci & Tech FAST  Lab Pharmacognosy & Essential Oils LAPHE,Cotonou,Benin
502,502,5239,GBAGUIDI F,GBAGUIDI,FERNAND,Univ Abomey Calavi  Lab Pharmacognosie & Huiles Essentielles UFR Phar  Fac Sci Sante,Cotonou,Benin
502,502,5240,GBAGUIDI F,GBAGUIDI,FERNAND,Ctr Beninois Rech Sci & Tech CBRST  Ctr Rech Pharmacopee & Med Traditionnelle,Cotonou,Benin
502,502,5910,GBAGUIDI F,GBAGUIDI,FERNAND,Univ Abomey Calavi  FSS  Lab Pharmacognosie & Huiles Essentielles LAPHE,Cotonou 188,Benin
502,502,1351,GBAGUIDI F,GBAGUIDI,FERNAND,,,
503,503,1354,DEMOL P,DEMOL,PATRICK,Univ Liege  CIRM  Lab Microbiol Med,B-4000 Liege,Belgium
503,503,1353,DEMOL P,DEMOL,PATRICK,,,
504,504,1356,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Ctr Beninois Rech Sci & Tech,Cotonou,Benin
504,504,1357,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Univ Abomey Calavi  Fac Sci Sante  Lab Pharmacognosie & Huiles Essentelles UFR Pharm,Cotonou,Benin
504,504,1927,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,UAC  Fac Hlth Sci FSS  Fac Sci & Tech FAST  Lab Pharmacognosy & Essential Oils LAPHE,Cotonou,Benin
504,504,2794,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Univ Abomey Calavi  Lab Pharmacognosy & Essential Oils LAPHE  FSS FAST,Cotonou,Benin
504,504,5243,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Univ Abomey Calavi  Lab Pharmacognosie & Huiles Essentielles UFR Phar  Fac Sci Sante,Cotonou,Benin
504,504,5244,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Ctr Beninois Rech Sci & Tech CBRST  Ctr Rech Pharmacopee & Med Traditionnelle,Cotonou,Benin
504,504,5788,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Univ Abomey Calavi  Fac Sci & Technol  Lab Pharmacognosie & Huilesessentielles,Cotonou,Benin
504,504,5915,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Univ Abomey Calavi  FSS  Lab Pharmacognosie & Huiles Essentielles LAPHE,Cotonou 188,Benin
504,504,1355,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,,,
504,504,6014,MOUDACHIROU M,MOUDACHIROU,M,,,
505,505,1873,SANDEU M M,SANDEU,MARCEL MAURICE,Univ Paris 05  IRD  UMR 216,Paris,France
505,505,1361,SANDEU M M,SANDEU,MAURICE MARCEL,FSS  CERPAGE,Cotonou,Benin
505,505,1362,SANDEU M M,SANDEU,MAURICE MARCEL,Univ Abomey Calavi  CREC,Cotonou,Benin
505,505,1363,SANDEU M M,SANDEU,MAURICE MARCEL,Inst Rech Dev IRD 224,Cotonou,Benin
505,505,1874,SANDEU M M,SANDEU,MARCEL MAURICE,Ctr Rech Entomol Cotonou,Cotonou,Benin
505,505,1872,SANDEU M M,SANDEU,MARCEL MAURICE,,,
506,506,1375,RIVERON J M,RIVERON,JACOB M,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
506,506,5285,RIVERON J M,RIVERON,JACOB M,Univ Liverpool Liverpool Sch Trop Med  Pembroke Pl  Liverpool L3 5QA,Merseyside,England
506,506,5284,RIVERON J M,RIVERON,JACOB M,,,
507,507,1377,YUNTA C,YUNTA,CRISTINA,CSIC  Inst Quim Fis Rocasolano  Dept Cristalog & Biol Estruct,E-28006 Madrid,Spain
507,507,1376,YUNTA C,YUNTA,CRISTINA,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
508,508,1381,MENZE B D,MENZE,BENJAMIN D,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
508,508,1382,MENZE B D,MENZE,BENJAMIN D,Org Coordinat Lutte Endemies Afrique Cent,Yaounde,Cameroon
509,509,1384,HEMINGWAY J,HEMINGWAY,JANET,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
509,509,3268,HEMINGWAY J,HEMINGWAY,JANET,Univ Liverpool Liverpool Sch Trop Med  Liverpool,Merseyside,England
509,509,4746,HEMINGWAY J,HEMINGWAY,JANET,Univ Liverpool  Liverpool Sch Trop Med  Vector Grp  Liverpool L3 5QA,Merseyside,England
510,510,1387,ALBERT A,ALBERT,ARMANDO,CSIC  Inst Quim Fis Rocasolano  Dept Cristalog & Biol Estruct,E-28006 Madrid,Spain
510,510,1386,ALBERT A,ALBERT,ARMANDO,,,
511,511,1389,MARIE A,MARIE,ALEXANDRA,UMR IRD 224 CNRS 5290 UM1 UM2  Lab MIVEGEC,F-34394 Montpellier 5,France
511,511,2409,MARIE A,MARIE,ALEXANDRA,IRD CNRS UM1 UM2 Montpellier  MIVEGEC,Montpellier,France
511,511,3002,MARIE A,MARIE,ALEXANDRA,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
512,512,1391,TSAPI M T,TSAPI,MAJOLINE TCHIOFFO,UMR IRD 224 CNRS 5290 UM1 UM2  Lab MIVEGEC,F-34394 Montpellier 5,France
512,512,1392,TSAPI M T,TSAPI,MAJOLINE TCHIOFFO,Org Coordinat Lutte Endemies Afrique Cent  Lab Rech Paludisme,Yaounde,Cameroon
513,513,1393,POINSIGNON A,POINSIGNON,ANNE,UMR IRD 224 CNRS 5290 UM1 UM2  Lab MIVEGEC,F-34394 Montpellier 5,France
513,513,1594,POINSIGNON A,POINSIGNON,ANNE,IRD UR016,Montpellier,France
513,513,2342,POINSIGNON A,POINSIGNON,ANNE,Inst Rech Dev,Montpellier,France
513,513,2407,POINSIGNON A,POINSIGNON,ANNE,IRD CNRS UM1 UM2 Montpellier  MIVEGEC,Montpellier,France
513,513,2492,POINSIGNON A,POINSIGNON,ANNE,UMR 224 MIVEGEC  Inst Rech Dev,F-34394 Montpellier,France
513,513,2837,POINSIGNON A,POINSIGNON,ANNE,Inst Rech Dev  UR016  Controle & Caracterisat Populat Vecteurs Unit,F-34394 Montpellier 5,France
513,513,3005,POINSIGNON A,POINSIGNON,ANNE,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
513,513,5932,POINSIGNON A,POINSIGNON,ANNE,Univ Montpellier I  Inst Rech Dev  UMR MIVEGEC IRD224 CNRS5290,Montpellier,France
513,513,5933,POINSIGNON A,POINSIGNON,ANNE,Univ Montpellier 2,Montpellier,France
513,513,6093,POINSIGNON A,POINSIGNON,ANNE,Inst Rech Dev  UR016,Montpellier,France
513,513,6165,POINSIGNON A,POINSIGNON,ANNE,Univ Montpellier I  UMR MIVEGEC  IRD224  CNRS5290,F-34394 Montpellier,France
513,513,6166,POINSIGNON A,POINSIGNON,ANNE,Univ Montpellier 2  IRD,F-34394 Montpellier,France
513,513,2341,POINSIGNON A,POINSIGNON,ANNE,,,
514,514,1395,MORLAIS I,MORLAIS,ISABELLE,UMR IRD 224 CNRS 5290 UM1 UM2  Lab MIVEGEC,F-34394 Montpellier 5,France
514,514,1396,MORLAIS I,MORLAIS,ISABELLE,Org Coordinat Lutte Endemies Afrique Cent  Lab Rech Paludisme,Yaounde,Cameroon
514,514,2337,MORLAIS I,MORLAIS,ISABELLE,OCEAC  Inst Rech Dev,Yaounde,Cameroon
514,514,2336,MORLAIS I,MORLAIS,ISABELLE,,,
515,515,3081,DENEOUD L,DENEOUD,LISE,Inst Rech Dev,Cotonou,Benin
515,515,3080,DENEOUD L,DENEOUD,LISE,,,
515,515,1402,DENOEUD L,DENOEUD,LISE,Fac Pharm  Inst Dev Res,F-75270 Paris,France
515,515,4861,DENOEUD L,DENOEUD,LISE,,,
516,516,1410,BERTHOMIEU A,BERTHOMIEU,ARNAUD,Univ Montpellier  Inst Sci Evolut Montpellier  CNRS UM IRD EPHE  UMR 5554  Pl Eugene Bataillon,Montpellier,France
516,516,3311,BERTHOMIEU A,BERTHOMIEU,ARNAUD,Univ Montpellier 2,Montpellier,France
516,516,3312,BERTHOMIEU A,BERTHOMIEU,ARNAUD,Inst Sci Evolut  Equipe Genet Adapt  CNRS,Montpellier,France
516,516,4418,BERTHOMIEU A,BERTHOMIEU,ARNAUD,Univ Montpellier I,Montpellier,France
516,516,4419,BERTHOMIEU A,BERTHOMIEU,ARNAUD,CNRS  Inst Sci Evolut  UMR 5554,Montpellier,France
516,516,5171,BERTHOMIEU A,BERTHOMIEU,ARNAUD,CNRS  IRD  ISEM  UMR 5554,Montpellier,France
516,516,3310,BERTHOMIEU A,BERTHOMIEU,ARNAUD,,,
516,516,3026,BERTHOMIEU A,BERTHOMIEU,A,,,
517,517,5403,BABAMOUSSA L,BABAMOUSSA,LAMINE,,,
517,517,1412,BABAMOUSSA L S,BABAMOUSSA,LAMINE S,,,
518,518,1423,JUAREZ H S,JUAREZ,HENRY S,Agrosanidad SAC Archana EIRL,Lima 03,Peru
518,518,1422,JUAREZ H S,JUAREZ,HENRY S,,,
519,519,1428,BARFOD L,BARFOD,LEA,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1014 Copenhagen K,Denmark
519,519,1429,BARFOD L,BARFOD,LEA,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,DK-2100 Copenhagen,Denmark
520,520,1430,DOBRILOVIC T,DOBRILOVIC,TINA,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1014 Copenhagen K,Denmark
520,520,1431,DOBRILOVIC T,DOBRILOVIC,TINA,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,DK-2100 Copenhagen,Denmark
521,521,1434,MAGISTRADO P,MAGISTRADO,PAMELA,Natl Inst Med Res  Korogwe Res Lab,Korogwe,Tanzania
521,521,1432,MAGISTRADO P,MAGISTRADO,PAMELA,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1014 Copenhagen K,Denmark
521,521,1433,MAGISTRADO P,MAGISTRADO,PAMELA,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,DK-2100 Copenhagen,Denmark
522,522,1436,KHUNRAE P,KHUNRAE,PONGSAK,Univ Cambridge  Dept Biochem,Cambridge CB2 1QW,England
522,522,1435,KHUNRAE P,KHUNRAE,PONGSAK,,,
523,523,1438,BRUUN J,BRUUN,JONAS,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1014 Copenhagen K,Denmark
523,523,1439,BRUUN J,BRUUN,JONAS,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,DK-2100 Copenhagen,Denmark
524,524,1440,DAHLBACK M,DAHLBACK,MADELEINE,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1014 Copenhagen K,Denmark
524,524,1441,DAHLBACK M,DAHLBACK,MADELEINE,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,DK-2100 Copenhagen,Denmark
525,525,1443,BERNASCONI N L,BERNASCONI,NADIA L,Biomed Res Inst,Bellinzona,Switzerland
525,525,1442,BERNASCONI N L,BERNASCONI,NADIA L,,,
526,526,1445,FRIED M,FRIED,MICHAL,Seattle Biomed Res Inst,Seattle,WA 98109 USA
526,526,1444,FRIED M,FRIED,MICHAL,,,
527,527,1447,JOHN D,JOHN,DAVIS,Kilimanjaro Christian Med Ctr,Moshi,Tanzania
527,527,1446,JOHN D,JOHN,DAVIS,,,
528,528,1449,DUFFY P E,DUFFY,PATRICK E,Seattle Biomed Res Inst,Seattle,WA 98109 USA
528,528,1448,DUFFY P E,DUFFY,PATRICK E,,,
529,529,1453,LANZAVECCHIA A,LANZAVECCHIA,ANTONIO,Biomed Res Inst,Bellinzona,Switzerland
529,529,1452,LANZAVECCHIA A,LANZAVECCHIA,ANTONIO,,,
530,530,1455,LIM C T,LIM,CHWEE TECK,Natl Univ Singapore  Div Bioengn,Singapore 117548,Singapore
530,530,1456,LIM C T,LIM,CHWEE TECK,Natl Univ Singapore  Dept Mech Engn,Singapore 117548,Singapore
530,530,1454,LIM C T,LIM,CHWEE TECK,,,
531,531,1460,HIGGINS M K,HIGGINS,MATTHEW K,Univ Cambridge  Dept Biochem,Cambridge CB2 1QW,England
531,531,1459,HIGGINS M K,HIGGINS,MATTHEW K,,,
532,532,1461,HVIID L,HVIID,LARS,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1014 Copenhagen K,Denmark
532,532,1462,HVIID L,HVIID,LARS,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,DK-2100 Copenhagen,Denmark
533,533,1472,IWAZ J,IWAZ,JEAN,Hosp Civils Lyon  Serv Biostat,Lyon,France
533,533,1473,IWAZ J,IWAZ,JEAN,Univ Lyon,Lyon,France
533,533,1474,IWAZ J,IWAZ,JEAN,Univ Lyon 1,F-69622 Villeurbanne,France
533,533,1475,IWAZ J,IWAZ,JEAN,Ctr Natl Rech Sci  Unite Mixte Rech 5558  Lab Biometrie & Biol Evolut,Villeurbanne,France
533,533,1793,IWAZ J,IWAZ,JEAN,Univ Lyon,F-69000 Lyon,France
533,533,1794,IWAZ J,IWAZ,JEAN,Univ Lyon 1,F-69100 Villeurbanne,France
533,533,1795,IWAZ J,IWAZ,JEAN,CNRS  Lab Biometrie & Biol Evolut  UMR5558,F-69100 Villeurbanne,France
533,533,1796,IWAZ J,IWAZ,JEAN,Hosp Civils Lyon  Serv Biostat,F-69003 Lyon,France
533,533,1471,IWAZ J,IWAZ,JEAN,,,
534,534,1478,BIOBANGANA S,BIOBANGANA,SAHABI,,,
534,534,3274,BIOBANGANNA S,BIOBANGANNA,SAHABI,,,
534,831,3063,BANGANNA B,BANGANNA,BIO,Ctr Rech Entomol Cotonou,Cotonou,Benin
534,831,3062,BANGANNA B,BANGANNA,BIO,,,
534,1514,2113,BIOBANGANA A S,BIOBANGANA,ABDUL S,,,
534,1540,2260,BANGANA S B,BANGANA,SAHABI B,CREC,Cotonou,Benin
535,535,3169,FONTON N,FONTON,N,Univ Paris 01  UMR ENeC 8185,F-75231 Paris 05,France
535,535,1482,FONTON N,FONTON,NOEL,Univ Abomey Calavi  Int Chair Math Phys & Applicat,Abomey Calavi,Benin
535,535,1799,FONTON N,FONTON,NOEL,Univ Abomey Calavi  Lab Etude & Rech Stat Appl & Modelisat  Int Chair Math Phys & Applicat,Abomey Calavi,Benin
535,535,5893,FONTON N,FONTON,NOEL,Univ Abomey Calavi  Int Chair Math Phys & Applicat  ICMPA UNESCO Chair,Cotonou,Benin
535,535,3168,FONTON N,FONTON,N,Chaire Int Phys Math & Applicat,Cotonou,Benin
535,535,5892,FONTON N,FONTON,NOEL,,,
535,535,3167,FONTON N,FONTON,N,,,
536,536,1484,ECOCHARD R,ECOCHARD,RENE,Hosp Civils Lyon  Serv Biostat,Lyon,France
536,536,1485,ECOCHARD R,ECOCHARD,RENE,Univ Lyon,Lyon,France
536,536,1486,ECOCHARD R,ECOCHARD,RENE,Univ Lyon 1,F-69622 Villeurbanne,France
536,536,1487,ECOCHARD R,ECOCHARD,RENE,Ctr Natl Rech Sci  Unite Mixte Rech 5558  Lab Biometrie & Biol Evolut,Villeurbanne,France
536,536,1800,ECOCHARD R,ECOCHARD,RENE,Univ Lyon,F-69000 Lyon,France
536,536,1801,ECOCHARD R,ECOCHARD,RENE,Univ Lyon 1,F-69100 Villeurbanne,France
536,536,1802,ECOCHARD R,ECOCHARD,RENE,CNRS  Lab Biometrie & Biol Evolut  UMR5558,F-69100 Villeurbanne,France
536,536,1803,ECOCHARD R,ECOCHARD,RENE,Hosp Civils Lyon  Serv Biostat,F-69003 Lyon,France
536,536,1483,ECOCHARD R,ECOCHARD,RENE,,,
537,537,3267,BAKARE A A,BAKARE,ADEKUNLE A,Univ Ibadan,Ibadan,Nigeria
537,537,4743,BAKARE A A,BAKARE,ADEKUNLE A,Univ Ibadan  Dept Zool,Ibadan,Nigeria
537,537,6024,BAKARE A A,BAKARE,ADEKUNLE A,Univ Ibadan  Dept Zool  Cell Biol & Genet Unit  Ibadan,Oyo State,Nigeria
537,537,1488,BAKARE A A,BAKARE,ADEKUNLE A,,,
538,538,5347,BANKOLE H S,BANKOLE,HONORE S,Univ Abomey Calavi,Cotonou,Benin
538,538,1845,BANKOLE H S,BANKOLE,HONORE SOUROU,,,
538,538,1489,BANKOLE H S,BANKOLE,HONORE S,,,
539,539,5766,DOANIO J,DOANIO,J,,,
539,539,5349,DOANNIO J M C,DOANNIO,JULIEN M C,Natl Inst Publ Hlth,Abidjan,Cote Ivoire
539,539,5348,DOANNIO J M C,DOANNIO,JULIEN M C,,,
539,539,1490,DOANNIO JMCMC,DOANNIO,JULIEN M C M C,,,
540,540,1495,MAKAME H,MAKAME,HAMAD,Karolinska Inst  Zanzibar Malaria Res Unit,Zanzibar,Tanzania
540,540,5109,MAKAME H,MAKAME,H,Karolinska Inst  Zanzibar Malaria Res Unit,Zanzibar,Tanzania
540,540,1494,MAKAME H,MAKAME,HAMAD,,,
540,540,5108,MAKAME H,MAKAME,H,,,
541,541,1497,MULURE N,MULURE,NATHAN,Novartis Pharma AG,Nairobi,Kenya
541,541,5111,MULURE N,MULURE,N,Novartis Pharma AG,Nairobi,Kenya
541,541,1496,MULURE N,MULURE,NATHAN,,,
541,541,5110,MULURE N,MULURE,N,,,
542,542,1499,MAMADOU O,MAMADOU,OSSENATOU,Univ Porto Novo  Inst Math & Phys Sci  BP 613,Porto Novo,Benin
542,542,1498,MAMADOU O,MAMADOU,OSSENATOU,Univ Liege  Gembloux Agrobio Tech  TERRA  Ecosyst Atmosphere Exchanges  Ave Fac 8,B-5030 Gembloux,Belgium
543,543,1517,BOTTERO J,BOTTERO,JULIE,Fac Pharm  Inst Rech Dev  Unite Mixte Rech 216  Lab Parasitol,F-75006 Paris,France
543,543,1518,BOTTERO J,BOTTERO,JULIE,Univ Paris 05  Fac Pharm,F-75270 Paris,France
543,543,2251,BOTTERO J,BOTTERO,JULIE,Inst Rech Dev,Paris,France
543,543,4206,BOTTERO J,BOTTERO,JULIE,Univ Paris 05,Paris,France
543,543,4205,BOTTERO J,BOTTERO,JULIE,,,
544,544,1527,LE PORT A,LE PORT,AGNES,Univ Paris 05  Fac Sci Pharmaceut  IRD  UMR 216,F-75270 Paris 06,France
544,544,1528,LE PORT A,LE PORT,AGNES,Univ Paris  Fac Sci Pharmaceut  IRD  UMR 216,F-75252 Paris,France
544,544,1760,LE PORT A,LE PORT,AGNES,Inst Rech Dev  UMR216,Paris,France
544,544,1761,LE PORT A,LE PORT,AGNES,Univ Paris 05  Fac Pharm,Paris,France
544,544,1762,LE PORT A,LE PORT,AGNES,Univ Paris 06  Ecole Doctorale 393,F-75252 Paris 05,France
544,544,2593,LE PORT A,LE PORT,AGNES,IRD  Mere & Enfant Face Infect Trop UMR216,Paris,France
544,544,2938,LE PORT A,LE PORT,AGNES,IRD  UMR216,Paris,France
544,544,2939,LE PORT A,LE PORT,AGNES,Univ Paris 06,Paris,France
544,544,3142,LE PORT A,LE PORT,AGNES,Inst Dev Res,Paris,France
544,544,4467,LE PORT A,LE PORT,AGNES,Univ Paris 05  Fac Pharm,F-75270 Paris 06,France
544,544,4847,LE PORT A,LE PORT,AGNES,Inst Rech Dev  UMR Mere & Enfant Face Infect Trop 216,Paris,France
544,544,4848,LE PORT A,LE PORT,AGNES,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
544,544,4920,LE PORT A,LE PORT,AGNES,MERIT UMR 216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
544,544,4921,LE PORT A,LE PORT,AGNES,Univ Paris 05  COMUE Sorbonne Paris Cite  Fac Sci Pharmaceut & Biol,Paris,France
544,544,5445,LE PORT A,LE PORT,AGNES,Inst Rech Dev  Unite Mixte Rech 216,Paris,France
544,544,5446,LE PORT A,LE PORT,AGNES,Univ Paris 05  Fac Pharmaceut Sci,Paris,France
544,544,5890,LE PORT A,LE PORT,AGNES,IRD,Paris,France
544,544,2182,LE PORT A,LE PORT,A,Mere Enfant Face Infect Trop  Inst Rech Dev IRD  UMR216,Paris,France
544,544,2183,LE PORT A,LE PORT,A,Univ Paris 05  Fac Pharm,Paris,France
544,544,4763,LE PORT A,LE PORT,A,IRD,Paris,France
544,544,4764,LE PORT A,LE PORT,A,Univ Paris 06  Ecole Doctorale 393,Paris,France
544,544,4919,LE PORT A,LE PORT,AGNES,CERPAGE,Cotonou,Benin
544,544,3164,LE PORT A,LE PORT,A,Ctr Rech & Etud Paludisme Associe Grossesse & Enf,Cotonou,Benin
544,544,4466,LE PORT A,LE PORT,AGNES,,,
544,544,3163,LE PORT A,LE PORT,A,,,
