Id,init_name,last_name,first_name,affiliation,city,country
2735,DURAND B,DURAND,BENOIT,Afssa LERPAZ,F-94706 Maisons Alfort,France
2736,BALANCA G,BALANCA,GILLES,,,
2737,BALANCA G,BALANCA,GILLES,CIRAD UR AGIRs Campus Int Baillarguet,F-34398 Montpellier,France
2738,BALDET T,BALDET,THIERRY,IRD CREC CIRAD,Cotonou,Benin
2739,CHEVALIER V,CHEVALIER,VERONIQUE,,,
2740,CHEVALIER V,CHEVALIER,VERONIQUE,CIRAD UR AGIRs Campus Int Baillarguet,F-34398 Montpellier,France
2741,DAMIEN G B,DAMIEN,GEORGIA BARIKISSOU,,,
2742,DAMIEN G B,DAMIEN,GEORGIA BARIKISSOU,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2743,DAMIEN G B,DAMIEN,GEORGIA BARIKISSOU,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2744,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2745,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2746,DJENONTIN A,DJENONTIN,ARMEL,Univ Abomey Calavi  Fac Sci & Tech  Lab Evolut Biodiversite Arthropodes & Assainissem,Abomey Calavi,Benin
2747,CHAFFA E,CHAFFA,EVELYNE,,,
2748,CHAFFA E,CHAFFA,EVELYNE,Minist Sante  Direct Natl Sante Publ  PNLP,Cotonou,Benin
2749,YAMADJAKO S,YAMADJAKO,SANDRA,,,
2750,YAMADJAKO S,YAMADJAKO,SANDRA,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2751,YAMADJAKO S,YAMADJAKO,SANDRA,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2752,DRAME P M,DRAME,PAPA MAKHTAR,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
2753,DRAME P M,DRAME,PAPA MAKHTAR,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
2754,DRAME P M,DRAME,PAPA MAKHTAR,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2755,DRAME P M,DRAME,PAPA MAKHTAR,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2756,DRAME P M,DRAME,PAPA MAKHTAR,NIAID  Parasit Dis Lab  NIH  4 Ctr Dr,Bethesda,MD 20892 USA
2757,NDILLE E E,NDILLE,EMMANUEL ELANGA,,,
2758,NDILLE E E,NDILLE,EMMANUEL ELANGA,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2759,NDILLE E E,NDILLE,EMMANUEL ELANGA,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2760,CORBEL V,CORBEL,VINCENT,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
2761,CORBEL V,CORBEL,VINCENT,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
2762,CORBEL V,CORBEL,VINCENT,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2763,CORBEL V,CORBEL,VINCENT,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2764,REMOUE F,REMOUE,FRANCK,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
2765,REMOUE F,REMOUE,FRANCK,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
2766,REMOUE F,REMOUE,FRANCK,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2767,REMOUE F,REMOUE,FRANCK,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2768,ROGIER C,ROGIER,CHRISTOPHE,Inst Pasteur Madagascar,Antananarivo,Madagascar
2769,ROGIER C,ROGIER,CHRISTOPHE,Inst Rech Biomed Armees,Bretigny Sur Orge,France
2770,ROGIER C,ROGIER,CHRISTOPHE,Aix Marseille Univ  CNRS 7278  Unite Rech Malad Infect & Trop Emergentes  UM 63 IRD 198 INSERM 1095,Marseille,France
2771,ODJO A,ODJO,ABIBA,,,
2772,ODJO A,ODJO,ABIBA,Ctr Rech Entomol Cotonou,Cotonou,Benin
2773,KNOLS B,KNOLS,BART,,,
2774,KNOLS B,KNOLS,BART,Wageningen Univ  Entomol Lab,Wageningen,Netherlands
2775,GREEN M D,GREEN,MICHAEL D,Ctr Dis Control & Prevent  Div Parasit Dis,Atlanta,GA USA
2776,ATIELI F,ATIELI,FRANCES,,,
2777,ATIELI F,ATIELI,FRANCES,Kenya Govt Med Res Ctr,Kisumu,Kenya
2778,AKOGBETO M,AKOGBETO,MARTIN,Ctr Entomol Res,Cotonou,Benin
2779,CORBEL V,CORBEL,VINCENT,Inst Rech Dev Malad Infect & Vecteurs Ecol Genet,F-34394 Montpellier 5,France
2780,CORBEL V,CORBEL,VINCENT,Inst Pasteur Madagascar,Antananarivo,Madagascar
2781,REMOUE F,REMOUE,FRANCK,Inst Rech Dev Malad Infect & Vecteurs Ecol Genet,F-34394 Montpellier 5,France
2782,REMOUE F,REMOUE,FRANCK,Ctr Rech Entomol Cotonou,Cotonou,Benin
2783,REMOUE F,REMOUE,FRANCK,Inst Pasteur Madagascar,Antananarivo,Madagascar
2784,AIKPON R Y,AIKPON,ROCK Y,Ctr Rech Entomol Cotonou,Cotonou 06,Benin
2785,AIKPON R Y,AIKPON,ROCK Y,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin
2786,TOKPONNON F,TOKPONNON,FILEMON,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin
2787,AHOLOUKPE B,AHOLOUKPE,BRUNO,,,
2788,AHOLOUKPE B,AHOLOUKPE,BRUNO,Programme Natl Lutte Paludisme,Cotonou,Benin
2789,GBENOU D,GBENOU,DINA,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
2790,ZIMEDIAWARA H,ZIMEDIAWARA,HERMINE,,,
2791,DIVE G,DIVE,GEORGES,,,
2792,DIVE G,DIVE,GEORGES,Univ Liege  Ctr Prot Engn  Dept Chem,B-4000 Liege,Belgium
2793,PIEL G,PIEL,GERALDINE,Univ Liege  Lab Pharmaceut Technol  Dept Pharm  Drug Res Ctr CIRM CHU,B-4000 Liege,Belgium
2794,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Univ Abomey Calavi  Lab Pharmacognosy & Essential Oils LAPHE  FSS FAST,Cotonou,Benin
2795,FREDERICH M,FREDERICH,MICHEL,Univ Liege  Lab Pharmacognosy  Drug Res Ctr CIRM  CHU,B-4000 Liege,Belgium
2796,EVRARD B,EVRARD,BRIGITTE,Univ Liege  Lab Pharmaceut Technol  Dept Pharm  Drug Res Ctr CIRM CHU,B-4000 Liege,Belgium
2797,DELORON P,DELORON,PHILIPPE,Inst Rech Dev  Mother & Child Faced Trop Infect Res Unit  UMR216,Paris,France
2798,MILET J,MILET,JACQUELINE,Inst Rech Dev  Mother & Child Faced Trop Infect Res Unit  UMR216,Paris,France
2799,MILET J,MILET,JACQUELINE,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
2800,MILET J,MILET,JACQUELINE,Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2801,BADAUT C,BADAUT,CYRIL,Inst Rech Dev  Mother & Child Faced Trop Infect Res Unit  UMR216,Paris,France
2802,BADAUT C,BADAUT,CYRIL,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
2803,TIENDREBEOGO J,TIENDREBEOGO,JUSTIN,Ctr Rech Sante Nouna,Nouna,Burkina Faso
2804,DRABO M K,DRABO,MAXIME KOINE,,,
2805,DRABO M K,DRABO,MAXIME KOINE,Inst Rech Sci Sante  Lab Natl Sante Publ,Ouagadougou,Burkina Faso
2806,DRABO M K,DRABO,MAXIME KOINE,Inst Reg Sante Publ Ouidah,Ouidha,Benin
2807,SAIZONOU J,SAIZONOU,JACQUES,,,
2808,SAIZONOU J,SAIZONOU,JACQUES,Inst Reg Sante Publ Ouidah,Ouidha,Benin
2809,SOGLOHOUN C T,SOGLOHOUN,CRESPIN THEODORE,,,
2810,SOGLOHOUN C T,SOGLOHOUN,CRESPIN THEODORE,Zone Sanit Pobe Adja Ouere Ketou,Pobe,Benin
2811,PARAISO N M,PARAISO,NOEL MOUSSILIOU,,,
2812,PARAISO N M,PARAISO,NOEL MOUSSILIOU,Inst Reg Sante Publ Ouidah,Ouidha,Benin
2813,OUEDRAOGO L T,OUEDRAOGO,LAURENT TINOAGA,,,
2814,OUEDRAOGO L T,OUEDRAOGO,LAURENT TINOAGA,Inst Reg Sante Publ Ouidah,Ouidha,Benin
2815,MAKOUTODE M,MAKOUTODE,MICHEL,,,
2816,MAKOUTODE M,MAKOUTODE,MICHEL,Inst Reg Sante Publ Ouidah,Ouidha,Benin
2817,WATIER L,WATIER,LAURENCE,,,
2818,WATIER L,WATIER,LAURENCE,INSERM  U657,Garches,France
2819,WATIER L,WATIER,LAURENCE,UVSQ  EA4499,Garches,France
2820,WATIER L,WATIER,LAURENCE,Inst Pasteur  PhEMI,Garches,France
2821,OUEDRAOGO S,OUEDRAOGO,SMAILA,Univ Paris 05  Fac Pharm,Paris,France
2822,OUEDRAOGO S,OUEDRAOGO,SMAILA,IRD  Mere & Enfant Face Infect Trop UMR216,Cotonou,Benin
2823,DECHAVANNE C,DECHAVANNE,CELIA,IRD  Mere & Enfant Face Infect Trop UMR216,Paris,France
2824,DECHAVANNE C,DECHAVANNE,CELIA,Univ Paris 05  Fac Pharm,Paris,France
2825,PIERRAT C,PIERRAT,CHARLOTTE,IRD  Mere & Enfant Face Infect Trop UMR216,Paris,France
2826,PIERRAT C,PIERRAT,CHARLOTTE,Univ Paris 05  Fac Pharm,Paris,France
2827,RACHAS A,RACHAS,ANTOINE,IRD  Mere & Enfant Face Infect Trop UMR216,Paris,France
2828,BOUSCAILLOU J,BOUSCAILLOU,JULIE,IRD  Mere & Enfant Face Infect Trop UMR216,Paris,France
2829,BOURAIMA A,BOURAIMA,AZIZ,ISBA,Cotonou,Benin
2830,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,FSS,Cotonou,Benin
2831,THIEBAUT A,THIEBAUT,ANNE,,,
2832,THIEBAUT A,THIEBAUT,ANNE,INSERM  U657,Garches,France
2833,THIEBAUT A,THIEBAUT,ANNE,UVSQ  EA4499,Garches,France
2834,THIEBAUT A,THIEBAUT,ANNE,Inst Pasteur  PhEMI,Garches,France
2835,CHANDRE F,CHANDRE,FABRICE,IRD  Caracterisat & Controle Populat Vecteurs UR016,Montpellier,France
2836,DRAME P M,DRAME,PAPA M,IRD CREC,Cotonou,Benin
2837,POINSIGNON A,POINSIGNON,ANNE,Inst Rech Dev  UR016  Controle & Caracterisat Populat Vecteurs Unit,F-34394 Montpellier 5,France
2838,BESNARD P,BESNARD,PATRICK,SONAMET  Malaria Control Program  Lobito,Benguela Prov,Angola
2839,LE MIRE J,LE MIRE,JACQUES,SONAMET  Malaria Control Program  Lobito,Benguela Prov,Angola
2840,DOSSANTOS M A,DOSSANTOS,MARIA A,,,
2841,SOW C S,SOW,CHEIKH S,,,
2842,CORNELIE S,CORNELIE,SYLVIE,Inst Rech Dev  UR016  Controle & Caracterisat Populat Vecteurs Unit,F-34394 Montpellier 5,France
2843,FOUMANE V,FOUMANE,VINCENT,,,
2844,FOUMANE V,FOUMANE,VINCENT,OCEAC  Lab Rech Paludisme,Yaounde,Cameroon
2845,SEMBENE M,SEMBENE,MBACKE,Univ Cheikh Anta Diop  Dept Anim Biol  FST UCAD,Dakar,Senegal
2846,BOULANGER D,BOULANGER,DENIS,,,
2847,FORTES F,FORTES,FILOMENO,Minist Hlth  Natl Malaria Control Program  Natl Inst Publ Hlth,Luanda,Angola
2848,CARNEVALE P,CARNEVALE,PIERRE,Inst Rech Dev  UR016  Controle & Caracterisat Populat Vecteurs Unit,F-34394 Montpellier 5,France
2849,REMOUE F,REMOUE,FRANCK,IRD CREC,Cotonou,Benin
2850,PENNETIER C,PENNETIER,CEDRIC,UM1 UM2 CNRS 5290 IRD 224  IRD,Cotonou,Benin
2851,PENNETIER C,PENNETIER,CEDRIC,CREC,Cotonou,Benin
2852,BOURAIMA A,BOURAIMA,AZIZ,UM1 UM2 CNRS 5290 IRD 224  IRD,Cotonou,Benin
2853,BOURAIMA A,BOURAIMA,AZIZ,CREC,Cotonou,Benin
2854,CHANDRE F,CHANDRE,FABRICE,UM1 UM2 CNRS 5290 IRD 224  IRD,Montpellier,France
2855,PIAMEU M,PIAMEU,MICHAEL,,,
2856,PIAMEU M,PIAMEU,MICHAEL,OCEAC  Lab Med Entomol,Yaounde,Cameroon
2857,PIAMEU M,PIAMEU,MICHAEL,Univ Catholique Afrique Cent  Cent Super Sci Sante,Yaounde,Cameroon
2858,ETANG J,ETANG,JOSIANE,OCEAC  Lab Med Entomol,Yaounde,Cameroon
2859,ROSSIGNOL M,ROSSIGNOL,MARIE,UM1 UM2 CNRS 5290 IRD 224  IRD,Montpellier,France
2860,SIDICK I,SIDICK,IBRAHIM,UM1 UM2 CNRS 5290 IRD 224  IRD,Cotonou,Benin
2861,SIDICK I,SIDICK,IBRAHIM,CREC,Cotonou,Benin
2862,ZOGO B,ZOGO,BARNABAS,UM1 UM2 CNRS 5290 IRD 224  IRD,Cotonou,Benin
2863,LACROIX M N,LACROIX,MARIENOELLE,,,
2864,YADAV R,YADAV,RAJPAL,,,
2865,YADAV R,YADAV,RAJPAL,WHO  Dept Control Neglected Trop Dis,CH-1211 Geneva,Switzerland
2866,PIGEON O,PIGEON,OLIVIER,,,
2867,PIGEON O,PIGEON,OLIVIER,Walloon Agr Res Ctr CRA W  Agr & Nat Environm Dept  Plant Protect Prod & Biocides Physicochem & Resi,Gembloux,Belgium
2868,CORBEL V,CORBEL,VINCENT,Kasetsart Univ  Dept Entomol  Fac Agr,Bangkok,Thailand
2869,MOIROUX N,MOIROUX,NICOLAS,MIVEGEC IRD 224 CNRS 5290 UM1 UM2  Inst Rech Dev,Montpellier,France
2870,PENNETIER C,PENNETIER,CEDRIC,MIVEGEC IRD 224 CNRS 5290 UM1 UM2  Inst Rech Dev,Montpellier,France
2871,PENNETIER C,PENNETIER,CEDRIC,Minist Sante  Ctr Rech Entomol Cotonou,Cotonou,Benin
2872,CORBEL V,CORBEL,VINCENT,MIVEGEC IRD 224 CNRS 5290 UM1 UM2  Inst Rech Dev,Montpellier,France
2873,OGOUYEMIHOUNTO A,OGOUYEMIHOUNTO,AURORE,,,
2874,NDAM N T,NDAM,NICAISE TUIKUE,Inst Rech Dev,Cotonou 08,Benin
2875,GAZARD D K,GAZARD,DOROTHEE KINDE,Fac Sci Sante  Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin
2876,DALMEIDA S,DALMEIDA,SITOU,,,
2877,KOUSSIHOUDE L,KOUSSIHOUDE,LUCETTE,Fac Sci Sante  Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin
2878,OLLO E,OLLO,ELVIRE,Fac Sci Sante  Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin
2879,AZAGNANDJI C,AZAGNANDJI,CARMINE,Fac Sci Sante  Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin
2880,BELLO M,BELLO,MOURCHIDATH,Fac Sci Sante  Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin
2881,CHIPPAUX J P,CHIPPAUX,JEANPHILLIPE,,,
2882,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Fac Sci Sante  Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin
2883,ERHART A,ERHART,A,,,
2884,ERHART A,ERHART,A,Prince Leopold Inst Trop Med,Antwerp,Belgium
2885,MAYE A,MAYE,A,,,
2886,MAYE A,MAYE,A,Hop Zone,Abomey Calavi,Benin
2887,AHOUNOU D,AHOUNOU,D,Ctr Rech Entomol Cotonou,Cotonou,Benin
2888,VAN OVERMEIR C,VAN OVERMEIR,C,,,
2889,VAN OVERMEIR C,VAN OVERMEIR,C,Prince Leopold Inst Trop Med,Antwerp,Belgium
2890,MENTEN J,MENTEN,J,,,
2891,MENTEN J,MENTEN,J,Prince Leopold Inst Trop Med,Antwerp,Belgium
2892,VAN LOEN H,VAN LOEN,H,,,
2893,VAN LOEN H,VAN LOEN,H,Prince Leopold Inst Trop Med,Antwerp,Belgium
2894,COOSEMANS M,COOSEMANS,M,Prince Leopold Inst Trop Med,Antwerp,Belgium
2895,MASSOUGBODJI A,MASSOUGBODJI,A,Univ Natl Benin  Parasitol Lab  Fac Sci Sante,Cotonou,Benin
2896,DALESSANDRO U,DALESSANDRO,U,,,
2897,GBEDANDE K,GBEDANDE,KOMI,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2898,GBEDANDE K,GBEDANDE,KOMI,Univ Abomey Calavi  Fac Sci & Tech  Dept Biochim & Biol Cellulaire,Benin,Nigeria
2899,VARANI S,VARANI,STEFANIA,Univ Bologna  Dept Diagnost Expt & Specialty Med  Microbiol Unit,Bologna,Italy
2900,IBITOKOU S,IBITOKOU,SAMAD,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2901,HOUNGBEGNON P,HOUNGBEGNON,PARFAIT,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2902,BORGELLA S,BORGELLA,SOPHIE,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2903,NOUATIN O,NOUATIN,ODILON,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2904,NOUATIN O,NOUATIN,ODILON,Univ Abomey Calavi  Fac Sci & Tech  Dept Biochim & Biol Cellulaire,Benin,Nigeria
2905,EZINMEGNON S,EZINMEGNON,SEM,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2906,EZINMEGNON S,EZINMEGNON,SEM,Univ Abomey Calavi  Fac Sci & Tech  Dept Biochim & Biol Cellulaire,Benin,Nigeria
2907,ADEOTHY A I,ADEOTHY,ADICATOUIAI,,,
2908,COTTRELL G,COTTRELL,GILLES,Inst Rech Dev Mere & Enfant Face Infect,Paris,France
2909,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2910,MOUTAIROU K,MOUTAIROU,KABIROU,Univ Abomey Calavi  Fac Sci & Tech  Dept Biochim & Biol Cellulaire,Benin,Nigeria
2911,DELORON P,DELORON,PHILIPPE,Inst Rech Dev Mere & Enfant Face Infect,Paris,France
2912,FIEVET N,FIEVET,NADINE,Univ Abomey Calavi  Fac Sci St  CERPAGE,Cotonou,Benin
2913,FIEVET N,FIEVET,NADINE,Inst Rech Dev Mere & Enfant Face Infect,Paris,France
2914,DE SOUSA A,DE SOUSA,ALEXANDRA,World Hlth Org,CH-1211 Geneva,Switzerland
2915,RABARIJAONA L P,RABARIJAONA,LEON P,,,
2916,RABARIJAONA L P,RABARIJAONA,LEON P,UNICEF Madagascar,Antananarivo,Madagascar
2917,NDIAYE J L,NDIAYE,JEAN L,,,
2918,NDIAYE J L,NDIAYE,JEAN L,Univ Cheikh Anta Diop,Dakar,Senegal
2919,SOW D,SOW,DOUDOU,Univ Cheikh Anta Diop,Dakar,Senegal
2920,NDYIAE M,NDYIAE,MOUHAMED,,,
2921,NDYIAE M,NDYIAE,MOUHAMED,Univ Cheikh Anta Diop,Dakar,Senegal
2922,HASSAN J,HASSAN,JACQUES,,,
2923,HASSAN J,HASSAN,JACQUES,UNICEF Benin,Cotonou,Benin
2924,LAMBO N,LAMBO,NILDA,,,
2925,LAMBO N,LAMBO,NILDA,UNICEF Madagascar,Antananarivo,Madagascar
2926,ADOVOHEKPE P,ADOVOHEKPE,PAUL,,,
2927,ADOVOHEKPE P,ADOVOHEKPE,PAUL,UNICEF Benin,Cotonou,Benin
2928,GUIDETTI F,GUIDETTI,FLAVIA,,,
2929,GUIDETTI F,GUIDETTI,FLAVIA,UNICEF Senegal,Dakar,Senegal
2930,RECHT J,RECHT,JUDITH,,,
2931,AFFO A,AFFO,ALPHONSE,,,
2932,AFFO A,AFFO,ALPHONSE,UNICEF Benin,Cotonou,Benin
2933,KOURA G K,KOURA,GHISLAIN K,IRD  UMR216,Paris,France
2934,KOURA G K,KOURA,GHISLAIN K,Univ Paris 05  Fac Pharm,Paris,France
2935,KOURA G K,KOURA,GHISLAIN K,Univ Paris 06,Paris,France
2936,OUEDRAOGO S,OUEDRAOGO,SMAILA,IRD  UMR216,Paris,France
2937,OUEDRAOGO S,OUEDRAOGO,SMAILA,Univ Paris 06,Paris,France
2938,LE PORT A,LE PORT,AGNES,IRD  UMR216,Paris,France
2939,LE PORT A,LE PORT,AGNES,Univ Paris 06,Paris,France
2940,WATIER L,WATIER,LAURENCE,INSERM  U657  Unite Sante Publ,Garches,France
2941,WATIER L,WATIER,LAURENCE,Univ Versailles St Quentin  Fac Med,Versailles,France
2942,COTTRELL G,COTTRELL,GILLES,IRD  UMR216,Paris,France
2943,GUERRA J,GUERRA,JOSE,IRD  UMR216,Paris,France
2944,CHOUDAT I,CHOUDAT,ISABELLE,IRD  UMR216,Paris,France
2945,RACHAS A,RACHAS,ANTOINE,IRD  UMR216,Paris,France
2946,BOUSCAILLOU J,BOUSCAILLOU,JULIE,IRD  UMR216,Paris,France
2947,GARCIA A,GARCIA,ANDRE,IRD  UMR216,Paris,France
2948,FAUCHER J F,FAUCHER,J F,,,
2949,MAKOUTODE P,MAKOUTODE,P,,,
2950,MAKOUTODE P,MAKOUTODE,P,IRSP,Ouidah,Benin
2951,ABIOU G,ABIOU,G,,,
2952,ABIOU G,ABIOU,G,Fac Hlth Sci,Cotonou,Benin
2953,BEHETON T,BEHETON,T,,,
2954,BEHETON T,BEHETON,T,IRD  UR010,Cotonou,Benin
2955,AUBOUY A,AUBOUY,A,,,
2956,AUBOUY A,AUBOUY,A,IRD  UR010,Cotonou,Benin
2957,DORITCHAMOU J,DORITCHAMOU,J,IRD  UR010,Cotonou,Benin
2958,HOUZE P,HOUZE,P,,,
2959,HOUZE P,HOUZE,P,Hop St Louis  Biochem Lab,Paris,France
2960,OUENDO E,OUENDO,E,,,
2961,OUENDO E,OUENDO,E,IRSP,Ouidah,Benin
2962,HOUZE S,HOUZE,S,,,
2963,HOUZE S,HOUZE,S,Hop Bichat Claude Bernard  Parasitol Lab,F-75877 Paris 18,France
2964,DELORON P,DELORON,P,IRD  UR010,Paris,France
2965,COT M,COT,M,IRD  UR010,Paris,France
2966,MAIGAASCOFARE O,MAIGAASCOFARE,OUMOU,,,
2967,LE BRAS J,LE BRAS,JACQUES,,,
2968,LE BRAS J,LE BRAS,JACQUES,Ctr Natl Reference Paludisme,Paris,France
2969,MAZMOUZ R,MAZMOUZ,RABIA,,,
2970,FALCAO S,FALCAO,SARAH,,,
2971,BROUSSIER E,BROUSSIER,EMELINE,,,
2972,BUSTOS D,BUSTOS,DORINA,,,
2973,BUSTOS D,BUSTOS,DORINA,Res Inst Trop Med,Alabang Muntinlupa City,Philippines
2974,RANDRIANARIVELOJOSIA M,RANDRIANARIVELOJOSIA,MILIJAONA,Inst Pasteur Madagascar  Unite Rech Paludisme,Antananarivo,Madagascar
2975,OMAR S A,OMAR,SABAH A,Kenya Govt Med Res Ctr,Nairobi,Kenya
2976,AUBOUY A,AUBOUY,AGNES,IRD  Unite Rech 010,Cotonou,Benin
2977,LEPERE J F,LEPERE,JEANFRANCOIS,,,
2978,JEANFRANCOIS V,JEANFRANCOIS,VELY,,,
2979,DJIMDE A A,DJIMDE,ABDOULAYE A,Univ Bamako  Malaria Res & Training Ctr  Dept Epidemiol Parasit Dis  Fac Med Pharm & Odontostomatol,Bamako,Mali
2980,CLAIN J,CLAIN,JEROME,Univ Paris 05  Fac Sci Pharmaceut & Biol  IRD  UMR216,F-75006 Paris,France
2981,COURTIN D,COURTIN,DAVID,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75006 Paris,France
2982,COURTIN D,COURTIN,DAVID,Univ Paris 05  Fac Pharm,F-75270 Paris,France
2983,COURTIN D,COURTIN,DAVID,Inst Sci Biomed Appl,Cotonou,Benin
2984,COURTIN D,COURTIN,DAVID,Fac Sci Sante  Parasitol Lab,Cotonou,Benin
2985,MILET J,MILET,JACQUELINE,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75006 Paris,France
2986,MILET J,MILET,JACQUELINE,Univ Paris 05  Fac Pharm,F-75270 Paris,France
2987,MILET J,MILET,JACQUELINE,Inst Sci Biomed Appl,Cotonou,Benin
2988,MILET J,MILET,JACQUELINE,Fac Sci Sante  Parasitol Lab,Cotonou,Benin
2989,BERTIN G,BERTIN,GWLADYS,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75006 Paris,France
2990,BERTIN G,BERTIN,GWLADYS,Univ Paris 05  Fac Pharm,F-75270 Paris,France
2991,VAFA M,VAFA,MANIJEH,,,
2992,VAFA M,VAFA,MANIJEH,Stockholm Univ  Wenner Gren Inst  Dept Immunol,S-10691 Stockholm,Sweden
2993,SARR J B,SARR,JEAN BIRAME,,,
2994,SARR J B,SARR,JEAN BIRAME,IRD  UR Sante Mere & Enfant Milieu Trop 010,Dakar,Senegal
2995,WATIER L,WATIER,LAURENCE,INSERM  Rech Epidemiol & Biostat U780,F-94807 Villejuif,France
2996,DELORON P,DELORON,PHILIPPE,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75006 Paris,France
2997,DELORON P,DELORON,PHILIPPE,Univ Paris 05  Fac Pharm,F-75270 Paris,France
2998,GARCIA A,GARCIA,ANDRE,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75006 Paris,France
2999,NOEL V,NOEL,VALERIE,IRD  CNRS  Genet & Evolut Malad Infect UMR 2724,F-34394 Montpellier,France
3000,AGNEW P,AGNEW,PHILIP,,,
3001,AGNEW P,AGNEW,PHILIP,IRD  CNRS  Genet & Evolut Malad Infect UMR 2724,F-34394 Montpellier,France
3002,MARIE A,MARIE,ALEXANDRA,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
3003,RONCA R,RONCA,RAFFAELE,,,
3004,RONCA R,RONCA,RAFFAELE,Univ Naples Federico II  Dept Biol,I-80126 Naples,Italy
3005,POINSIGNON A,POINSIGNON,ANNE,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
3006,LOMBARDO F,LOMBARDO,FABRIZIO,,,
3007,LOMBARDO F,LOMBARDO,FABRIZIO,Univ Roma La Sapienza  Parasitol Sect  Dept Publ Hlth & Infect Dis,I-00185 Rome,Italy
3008,DRAME P M,DRAME,PAPA M,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
3009,CORNELIE S,CORNELIE,SYLVIE,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
3010,CORNELIE S,CORNELIE,SYLVIE,MIVEGEC IRD CREC,Cotonou,Benin
3011,BESNARD P,BESNARD,PATRICK,SONAMET Clin  Malaria Control Program,Lobito,Angola
