Cluster ID,confidence_score,Id,init_name,full_name,affiliation,city,country,canonical_city,canonical_country,canonical_affiliation,canonical_init_name,canonical_full_name,canonical_Id 
713,0.99474495649337769,3257,KNOLS B,KNOLS BART,In2Care BV,NL-6702 AA Wageningen,Netherlands,wageningen,netherlands,wageningen univ entomol lab,knols b,knols bart,3255
714,0.99492180347442627,3258,KNOLS B G J,KNOLS BART G J,,,,wageningen,netherlands,univ wageningen & res ctr entomol lab,knols b g j,knols bart g j,3258
714,0.99461561441421509,3259,KNOLS B G J,KNOLS BART G J,Univ Wageningen & Res Ctr  Entomol Lab,Wageningen,Netherlands,wageningen,netherlands,univ wageningen & res ctr entomol lab,knols b g j,knols bart g j,3258
714,0.99461561441421509,3260,KNOLS B G J,KNOLS BART G J,Univ Amsterdam  Acad Med Ctr  Div Infect Dis Trop Med & AIDS,NL-1105 AZ Amsterdam,Netherlands,wageningen,netherlands,univ wageningen & res ctr entomol lab,knols b g j,knols bart g j,3258
715,0.99256247282028198,3261,KNOX T B,KNOX TESSA B,Vestergaard Frandsen Ltd East Africa,Nairobi,Kenya,ch-1006 lausanne,switzerland,vestergaard frandsen ltd east africa,knox t b,knox tessa b,3261
715,0.99324204524358117,3262,KNOX T B,KNOX TESSA B,Vestergaard Frandsen SA,CH-1006 Lausanne,Switzerland,ch-1006 lausanne,switzerland,vestergaard frandsen ltd east africa,knox t b,knox tessa b,3261
715,0.99397134780883789,3263,KNOX T B,KNOX TESSA BELLAMY,,,,ch-1006 lausanne,switzerland,vestergaard frandsen ltd east africa,knox t b,knox tessa b,3261
715,0.99076731999715173,3264,KNOX T B,KNOX TESSA BELLAMY,WHO  Global Malaria Programme,CH-1211 Geneva,Switzerland,ch-1006 lausanne,switzerland,vestergaard frandsen ltd east africa,knox t b,knox tessa b,3261
1632,,3265,KOCKEN C H M,KOCKEN CHM,,,,,,,,,
716,0.99492180347442627,3266,KOEKEMOER L L,KOEKEMOER LIZETTE L,,,,za-2131 johannesburg,south africa,natl hlth lab serv natl inst communicate dis,koekemoer l l,koekemoer lizette l,3266
716,0.9940415620803833,3267,KOEKEMOER L L,KOEKEMOER LIZETTE L,Natl Hlth Lab Serv  Natl Inst Communicate Dis,ZA-2131 Johannesburg,South Africa,za-2131 johannesburg,south africa,natl hlth lab serv natl inst communicate dis,koekemoer l l,koekemoer lizette l,3266
716,0.9940415620803833,3268,KOEKEMOER L L,KOEKEMOER LIZETTE L,Univ Witwatersrand  Fac Hlth Sci  Wits Res Inst Malaria,Johannesburg,South Africa,za-2131 johannesburg,south africa,natl hlth lab serv natl inst communicate dis,koekemoer l l,koekemoer lizette l,3266
717,0.994922,3269,KOENRAADT C J M,KOENRAADT CONSTANTIANUS J M,Univ Wageningen & Res Ctr  Entomol Lab,NL-6700 EH Wageningen,Netherlands,nl-6700 eh wageningen,netherlands,univ wageningen & res ctr entomol lab,koenraadt c j m,koenraadt constantianus j m,3269
717,0.994922,3270,KOENRAADT C J M,KOENRAADT CONSTANTIANUS J M,,,,nl-6700 eh wageningen,netherlands,univ wageningen & res ctr entomol lab,koenraadt c j m,koenraadt constantianus j m,3269
718,0.99357229471206665,3271,KOFFI A,KOFFI ALPHONSINE,,,,abidjan,cote ivoire,insp ipr,koffi a,koffi alphonsine,3271
718,0.99422693252563477,3272,KOFFI A,KOFFI ALPHONSINE,INSP  IPR,Bouake,Cote Ivoire,abidjan,cote ivoire,insp ipr,koffi a,koffi alphonsine,3271
718,0.99353441596031189,3273,KOFFI A,KOFFI ALPHONSINE,Inst Natl Sante Publ  Inst Pierre Richet IPR,Abidjan,Cote Ivoire,abidjan,cote ivoire,insp ipr,koffi a,koffi alphonsine,3271
718,0.99289754033088684,3274,KOFFI A,KOFFI A,,,,abidjan,cote ivoire,insp ipr,koffi a,koffi alphonsine,3271
718,0.99287939071655273,3275,KOFFI A,KOFFI A,UFR Sci Pharmaceut Abidjan  Lab Biopharm & Technol Pharmaceut,Abidjan,Cote Ivoire,abidjan,cote ivoire,insp ipr,koffi a,koffi alphonsine,3271
719,0.994922,3276,KOFFI A A,KOFFI ALPHONSINE A,,,,abidjan,cote ivoire,inst natl sante publique inst pierre richet,koffi a a,koffi alphonsine a,3276
719,0.994922,3277,KOFFI A A,KOFFI ALPHONSINE A,Inst Natl Sante Publique  Inst Pierre Richet,Abidjan,Cote Ivoire,abidjan,cote ivoire,inst natl sante publique inst pierre richet,koffi a a,koffi alphonsine a,3276
720,0.983338,3278,KOFOED P E,KOFOED POULERIK,,,,,,,kofoed p e,kofoed poulerik,3278
720,0.983338,3279,KOFOED P E,KOFOED PE,,,,,,,kofoed p e,kofoed poulerik,3278
721,0.994922,3280,KOITA O A,KOITA OUSMANE A,,,,bamako,mali,fast lab biol mol appl,koita o a,koita ousmane a,3280
721,0.994922,3281,KOITA O A,KOITA OUSMANE A,FAST  Lab Biol Mol Appl,Bamako,Mali,bamako,mali,fast lab biol mol appl,koita o a,koita ousmane a,3280
722,0.99492180347442627,3282,KOIVOGUI L,KOIVOGUI LAMINE,,,,conakry,guinea,minist hlth,koivogui l,koivogui lamine,3282
722,0.99516141414642334,3283,KOIVOGUI L,KOIVOGUI LAMINE,Minist Hlth,Conakry,Guinea,conakry,guinea,minist hlth,koivogui l,koivogui lamine,3282
722,0.99516141414642334,3284,KOIVOGUI L,KOIVOGUI LAMINE,Inst Natl Sante Publ,Conakry,Guinea,conakry,guinea,minist hlth,koivogui l,koivogui lamine,3282
723,0.994922,3285,KOIWAI K,KOIWAI KIMIKO,,,,chilly mazarin,france,sanofi res & dev,koiwai k,koiwai kimiko,3285
723,0.994922,3286,KOIWAI K,KOIWAI KIMIKO,Sanofi Res & Dev,Chilly Mazarin,France,chilly mazarin,france,sanofi res & dev,koiwai k,koiwai kimiko,3285
724,0.994922,3287,KOKUBO Y,KOKUBO YOSHIHIRO,,,,osaka,japan,natl cerebral & cardiovasc ctr dept prevent med & epidemiol informat dept prevent cardiol suita,kokubo y,kokubo yoshihiro,3287
724,0.994922,3288,KOKUBO Y,KOKUBO YOSHIHIRO,Natl Cerebral & Cardiovasc Ctr  Dept Prevent Med & Epidemiol Informat  Dept Prevent Cardiol  Suita,Osaka,Japan,osaka,japan,natl cerebral & cardiovasc ctr dept prevent med & epidemiol informat dept prevent cardiol suita,kokubo y,kokubo yoshihiro,3287
725,0.994922,3289,KOMBILA M,KOMBILA MARYVONNE,,,,libreville,gabon,univ sci sante dept parasitol mycol med trop,kombila m,kombila maryvonne,3289
725,0.994922,3290,KOMBILA M,KOMBILA MARYVONNE,Univ Sci Sante  Dept Parasitol  Mycol  Med Trop,Libreville,Gabon,libreville,gabon,univ sci sante dept parasitol mycol med trop,kombila m,kombila maryvonne,3289
726,0.99492180347442627,3291,KOMONGUI D G,KOMONGUI DIDIER G,,,,cotonou,benin,hop mere & enfant lagune gynecol serv,komongui d g,komongui didier g,3291
726,0.99612998962402344,3292,KOMONGUI D G,KOMONGUI DIDIER G,Hop Mere & Enfant Lagune  Gynecol Serv,Cotonou,Benin,cotonou,benin,hop mere & enfant lagune gynecol serv,komongui d g,komongui didier g,3291
726,0.99612998962402344,3293,KOMONGUI D G,KOMONGUI DIDIER G,Hop Mere & Enfant Lagune  Serv Gynecol Obstet,Cotonou,Benin,cotonou,benin,hop mere & enfant lagune gynecol serv,komongui d g,komongui didier g,3291
727,0.994922,3294,KONATE L,KONATE LASSANA,,,,dakar,senegal,univ cheikh anta diop,konate l,konate lassana,3294
727,0.994922,3295,KONATE L,KONATE LASSANA,Univ Cheikh Anta Diop,Dakar,Senegal,dakar,senegal,univ cheikh anta diop,konate l,konate lassana,3294
728,0.994922,3296,KONE M,KONE M,,,,abidjan,cote ivoire,univ cocody fac pharm dept parasitol & mycol,kone m,kone m,3296
728,0.994922,3297,KONE M,KONE M,Univ Cocody  Fac Pharm  Dept Parasitol & Mycol,Abidjan,Cote Ivoire,abidjan,cote ivoire,univ cocody fac pharm dept parasitol & mycol,kone m,kone m,3296
1633,,3298,KORAM K,KORAM KWADWO,,,,,,,,,
729,0.994922,3299,KOSEN S,KOSEN S,,,,jakarta,indonesia,nihrd ctr community empowerment hlth policy & humanitie,kosen s,kosen s,3299
729,0.994922,3300,KOSEN S,KOSEN S,NIHRD  Ctr Community Empowerment Hlth Policy & Humanitie,Jakarta,Indonesia,jakarta,indonesia,nihrd ctr community empowerment hlth policy & humanitie,kosen s,kosen s,3299
730,0.99492180347442627,3301,KOSSOU H,KOSSOU HORTENSE,,,,cotonou,benin,fac sci sante programme natl lutte paludisme,kossou h,kossou hortense,3301
730,0.99611737330754602,3302,KOSSOU H,KOSSOU HORTENSE,Fac Sci Sante  Programme Natl Lutte Paludisme,Cotonou,Benin,cotonou,benin,fac sci sante programme natl lutte paludisme,kossou h,kossou hortense,3301
730,0.9957943161328634,3303,KOSSOU H,KOSSOU HORTENSE,PNLP,Cotonou,Benin,cotonou,benin,fac sci sante programme natl lutte paludisme,kossou h,kossou hortense,3301
730,0.9955291748046875,3304,KOSSOU H,KOSSOU HORTENSE,Minist Hlth,Cotonou,Benin,cotonou,benin,fac sci sante programme natl lutte paludisme,kossou h,kossou hortense,3301
731,0.994922,3305,KOUAMBENG C,KOUAMBENG CELESTIN,,,,yaounde,cameroon,minist publ hlth natl malaria control programme,kouambeng c,kouambeng celestin,3305
731,0.994922,3306,KOUAMBENG C,KOUAMBENG CELESTIN,Minist Publ Hlth  Natl Malaria Control Programme,Yaounde,Cameroon,yaounde,cameroon,minist publ hlth natl malaria control programme,kouambeng c,kouambeng celestin,3305
1634,,3307,KOUDENOUKPO S,KOUDENOUKPO SEBASTIEN,CREC,Cotonou,Benin,,,,,,
732,0.99492180347442627,3308,KOUDOU B G,KOUDOU BENJAMIN G,,,,abidjan,cote ivoire,univ liverpool liverpool sch trop med ctr neglected trop dis liverpool l3 5qa,koudou b g,koudou benjamin g,3308
732,0.99356631437937415,3309,KOUDOU B G,KOUDOU BENJAMIN G,Ctr Suisse Rech Sci Cote Ivoire,Abidjan,Cote Ivoire,abidjan,cote ivoire,univ liverpool liverpool sch trop med ctr neglected trop dis liverpool l3 5qa,koudou b g,koudou benjamin g,3308
732,0.99390099445978797,3310,KOUDOU B G,KOUDOU BENJAMIN G,Univ Liverpool  Liverpool Sch Trop Med  Ctr Neglected Trop Dis  Liverpool L3 5QA,Merseyside,England,abidjan,cote ivoire,univ liverpool liverpool sch trop med ctr neglected trop dis liverpool l3 5qa,koudou b g,koudou benjamin g,3308
732,0.99374069770177209,3311,KOUDOU B G,KOUDOU BENJAMIN G,Univ Nangui Abrogoua  UFR Sci Nat,Abidjan,Cote Ivoire,abidjan,cote ivoire,univ liverpool liverpool sch trop med ctr neglected trop dis liverpool l3 5qa,koudou b g,koudou benjamin g,3308
733,0.98090242797678162,3312,KOURA G K,KOURA GHISLAIN K,Fac Sci Sante  Unites Mixtes Rech 216  Inst Rech De,F-75270 Paris,France,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.97418216141787439,3313,KOURA G K,KOURA G K,,,,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.97628241235559632,3314,KOURA G K,KOURA G K,Univ Paris 05  Fac Pharm,Paris,France,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.96910099549727002,3315,KOURA G K,KOURA G K,Inst Rech Dev IRD,Marseille,France,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.97783922065388074,3316,KOURA G K,KOURA G K,Univ Paris 05,Paris,France,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.97592714157971472,3317,KOURA G K,KOURA G K,Univ Paris,F-75252 Paris,France,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.97573434222828259,3318,KOURA G K,KOURA GHISLAIN K,IRD  UMR216,Paris,France,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.98465923829512159,3319,KOURA G K,KOURA GHISLAIN K,Univ Paris 05  Fac Pharm,Paris,France,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.98457371104847302,3320,KOURA G K,KOURA GHISLAIN K,Univ Paris 06,Paris,France,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.9801077734340321,3321,KOURA G K,KOURA GHISLAIN K,,,,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.97701252048665832,3322,KOURA G K,KOURA GHISLAIN K,IRD Unite Mixte Rech 216,Paris,France,paris,france,univ paris,koura g k,koura ghislain k,3312
733,0.98022604530507873,3323,KOURA G K,KOURA GHISLAIN K,Fac Pharm  PRES Sorbonne Paris Cite,Paris,France,paris,france,univ paris,koura g k,koura ghislain k,3312
1635,,3324,KOUSSIHOUDE L,KOUSSIHOUDE LUCETTE,Fac Sci Sante  Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin,,,,,,
734,0.99334417283535004,3325,KOUWAYE B,KOUWAYE B,,,,cotonou,benin,univ abomey calavi int chair math phys & applicat icmpa unesco chair,kouwaye b,kouwaye bienvenue,3325
734,0.99293710291385651,3326,KOUWAYE B,KOUWAYE B,Chaire Int Phys Math & Applicat,Cotonou,Benin,cotonou,benin,univ abomey calavi int chair math phys & applicat icmpa unesco chair,kouwaye b,kouwaye bienvenue,3325
734,0.99277863651514053,3327,KOUWAYE B,KOUWAYE B,Univ Paris 01  UMR ENeC 8185,F-75231 Paris 05,France,cotonou,benin,univ abomey calavi int chair math phys & applicat icmpa unesco chair,kouwaye b,kouwaye bienvenue,3325
734,0.99501340091228485,3328,KOUWAYE B,KOUWAYE BIENVENUE,IRD,Cotonou,Benin,cotonou,benin,univ abomey calavi int chair math phys & applicat icmpa unesco chair,kouwaye b,kouwaye bienvenue,3325
734,0.9941273108124733,3329,KOUWAYE B,KOUWAYE BIENVENUE,IRD,Paris,France,cotonou,benin,univ abomey calavi int chair math phys & applicat icmpa unesco chair,kouwaye b,kouwaye bienvenue,3325
734,0.99313566088676453,3330,KOUWAYE B,KOUWAYE BIENVENUE,Univ Paris 05  Fac Pharm,Paris,France,cotonou,benin,univ abomey calavi int chair math phys & applicat icmpa unesco chair,kouwaye b,kouwaye bienvenue,3325
734,0.99415438622236252,3331,KOUWAYE B,KOUWAYE BIENVENUE,ISBA,Cotonou,Benin,cotonou,benin,univ abomey calavi int chair math phys & applicat icmpa unesco chair,kouwaye b,kouwaye bienvenue,3325
734,0.99356280267238617,3332,KOUWAYE B,KOUWAYE BIENVENUE,CERPAGE,Contonou,Benin,cotonou,benin,univ abomey calavi int chair math phys & applicat icmpa unesco chair,kouwaye b,kouwaye bienvenue,3325
734,0.99502571672201157,3333,KOUWAYE B,KOUWAYE BIENVENUE,Univ Abomey Calavi  Int Chair Math Phys & Applicat  ICMPA UNESCO Chair,Cotonou,Benin,cotonou,benin,univ abomey calavi int chair math phys & applicat icmpa unesco chair,kouwaye b,kouwaye bienvenue,3325
1636,,3334,KPADONOUKPOVIESSI B,KPADONOUKPOVIESSI BENEDICTA,,,,,,,,,
735,0.99335411190986633,3335,KPOVIESSI S,KPOVIESSI SALOME,UAC  Fac Sci & Tech FAST  Lab Phys & Synth Organ Chem LaCOPS,Cotonou,Benin,cotonou,benin,uac fac hlth sci fss fac sci & tech fast lab pharmacognosy & essential oils laphe,kpoviessi s,kpoviessi salome,3335
735,0.99191728234291077,3336,KPOVIESSI S,KPOVIESSI SALOME,Catholic Univ Louvain  Louvain Drug Res Inst  Pharmacognosy Res Grp,B-1200 Brussels,Belgium,cotonou,benin,uac fac hlth sci fss fac sci & tech fast lab pharmacognosy & essential oils laphe,kpoviessi s,kpoviessi salome,3335
735,0.9945751428604126,3337,KPOVIESSI S,KPOVIESSI SALOME,UAC  Fac Hlth Sci FSS  Fac Sci & Tech FAST  Lab Pharmacognosy & Essential Oils LAPHE,Cotonou,Benin,cotonou,benin,uac fac hlth sci fss fac sci & tech fast lab pharmacognosy & essential oils laphe,kpoviessi s,kpoviessi salome,3335
1637,,3338,KRAWICERADANNE I,KRAWICERADANNE IRENE,,,,,,,,,
736,0.98579641947379482,3339,KREMSNER P,KREMSNER PETER,,,,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98539495009642386,3340,KREMSNER P,KREMSNER PETER,Albert Schweitzer Hosp  Ctr Rech Med Lambarene CERMEL,Lambarene,Gabon,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98419402654354393,3341,KREMSNER P,KREMSNER PETER,Univ Tubingen  Inst Trop Med,Tubingen,Germany,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98906153440475464,3342,KREMSNER P G,KREMSNER PETER G,,,,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98769012322792638,3343,KREMSNER P G,KREMSNER PETER G,Univ Tubingen  Inst Tropenmed,Tubingen,Germany,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98724450056369484,3344,KREMSNER P G,KREMSNER PETER G,Ctr Rech Med Lambarene,Lambarene,Gabon,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98788117445432222,3345,KREMSNER P G,KREMSNER PETER G,Univ Tubingen  Inst Trop Med,Tubingen,Germany,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98699405560126674,3346,KREMSNER P G,KREMSNER PETER G,Univ Klinikum Tubingen  Inst Tropenmed,D-72074 Tubingen,Germany,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98605304497938895,3347,KREMSNER P G,KREMSNER PETER G,Heinrich Pette Inst  German Ctr Infect Res,Hamburg,Germany,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98879185089698207,3348,KREMSNER P G,KREMSNER PETER G,Albert Schweitzer Hosp  Ctr Rech Med Lambarene CERMEL,Lambarene,Gabon,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.98795054509089542,3349,KREMSNER P G,KREMSNER PETER G,Albert Schweitzer Hosp  Ctr Rech Med Lambarene,Lambarene,Gabon,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.97312337160110474,3350,KREMSNER P G,KREMSNER P G,,,,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.9655338571621821,3351,KREMSNER P G,KREMSNER P G,Ctr Rech Med Lambarene CERMEL,Lamberene,Gabon,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
736,0.97250292851374698,3352,KREMSNER P G,KREMSNER P G,Univ Tubingen  Inst Trop Med,Tubingen,Germany,lambarene,germany,univ tubingen inst trop med,kremsner p g,kremsner peter g,3340
737,0.99492180347442627,3353,KRISHNA S,KRISHNA SANJEEV,,,,london,england,univ london inst infect & immun,krishna s,krishna sanjeev,3353
737,0.99639058113098145,3354,KRISHNA S,KRISHNA SANJEEV,Univ London  Inst Infect & Immun,London,England,london,england,univ london inst infect & immun,krishna s,krishna sanjeev,3353
737,0.99639058113098145,3355,KRISHNA S,KRISHNA SANJEEV,Univ London  Inst Infect & Immun St Georges,London,England,london,england,univ london inst infect & immun,krishna s,krishna sanjeev,3353
738,0.996044,3356,KRISHNAMOORTHY R,KRISHNAMOORTHY RAJAGOPAL,Hop Robert Debre  INSERM  U763 Physiopathol & Pharmacogenom Traitement Drep,F-75019 Paris,France,f-75019 paris,france,hop robert debre inserm u763 physiopathol & pharmacogenom traitement drep,krishnamoorthy r,krishnamoorthy rajagopal,3356
738,0.996044,3357,KRISHNAMOORTHY R,KRISHNAMOORTHY RAJAGOPAL,Univ Paris Diderot  Fac Med,F-75019 Paris,France,f-75019 paris,france,hop robert debre inserm u763 physiopathol & pharmacogenom traitement drep,krishnamoorthy r,krishnamoorthy rajagopal,3356
739,0.994922,3358,KROGSTAD D J,KROGSTAD DONALD J,,,,new orleans,la 70118 usa,tulane univ hlth sci ctr,krogstad d j,krogstad donald j,3358
739,0.994922,3359,KROGSTAD D J,KROGSTAD DONALD J,Tulane Univ  Hlth Sci Ctr,New Orleans,LA 70118 USA,new orleans,la 70118 usa,tulane univ hlth sci ctr,krogstad d j,krogstad donald j,3358
740,0.994922,3360,KRUDSOOD S,KRUDSOOD SRIVICHA,,,,bangkok 10700,thailand,mahidol univ who cc clin management malaria,krudsood s,krudsood srivicha,3360
740,0.994922,3361,KRUDSOOD S,KRUDSOOD SRIVICHA,Mahidol Univ  WHO CC Clin Management Malaria,Bangkok 10700,Thailand,bangkok 10700,thailand,mahidol univ who cc clin management malaria,krudsood s,krudsood srivicha,3360
741,0.994922,3362,KUBALALIKA P,KUBALALIKA PRESTOR,,,,chichiri blantyre,malawi,coll med malaria alert ctr dept community med,kubalalika p,kubalalika prestor,3362
741,0.994922,3363,KUBALALIKA P,KUBALALIKA PRESTOR,Coll Med  Malaria Alert Ctr  Dept Community Med,Chichiri Blantyre,Malawi,chichiri blantyre,malawi,coll med malaria alert ctr dept community med,kubalalika p,kubalalika prestor,3362
742,0.994922,3364,KUDOM A A,KUDOM ANDREAS A,,,,cape coast,ghana,univ cape coast sch biol sci dept entomol & wildlife,kudom a a,kudom andreas a,3364
742,0.994922,3365,KUDOM A A,KUDOM ANDREAS A,Univ Cape Coast  Sch Biol Sci  Dept Entomol & Wildlife,Cape Coast,Ghana,cape coast,ghana,univ cape coast sch biol sci dept entomol & wildlife,kudom a a,kudom andreas a,3364
743,0.99492180347442627,3366,KULKARNI C,KULKARNI CHANDA,,,,karnataka,india,rajrajeshwari med coll & hosp bangalore,kulkarni c,kulkarni chanda,3366
743,0.99492180347442627,3367,KULKARNI C,KULKARNI CHANDA,Rajrajeshwari Med Coll & Hosp  Bangalore,Karnataka,India,karnataka,india,rajrajeshwari med coll & hosp bangalore,kulkarni c,kulkarni chanda,3366
744,0.99492180347442627,3368,KULKARNI V S,KULKARNI VEENA S,,,,jonesboro,ar usa,arkansas state univ,kulkarni v s,kulkarni veena s,3368
744,0.99492180347442627,3369,KULKARNI V S,KULKARNI VEENA S,Arkansas State Univ,Jonesboro,AR USA,jonesboro,ar usa,arkansas state univ,kulkarni v s,kulkarni veena s,3368
745,0.994922,3370,KUMAR G A,KUMAR G ANIL,,,,new delhi,india,publ hlth fdn india,kumar g a,kumar g anil,3370
745,0.994922,3371,KUMAR G A,KUMAR G ANIL,Publ Hlth Fdn India,New Delhi,India,new delhi,india,publ hlth fdn india,kumar g a,kumar g anil,3370
746,0.994922,3372,KUMAR K,KUMAR KAUSHALENDRA,,,,maharashtra,india,int inst populat sci mumbai,kumar k,kumar kaushalendra,3372
746,0.994922,3373,KUMAR K,KUMAR KAUSHALENDRA,Int Inst Populat Sci  Mumbai,Maharashtra,India,maharashtra,india,int inst populat sci mumbai,kumar k,kumar kaushalendra,3372
747,0.994922,3374,KUMAR R B,KUMAR RAVI B,,,,haryana,india,publ hlth fdn india indian inst publ hlth gurgaon,kumar r b,kumar ravi b,3374
747,0.994922,3375,KUMAR R B,KUMAR RAVI B,Publ Hlth Fdn India  Indian Inst Publ Hlth  Gurgaon,Haryana,India,haryana,india,publ hlth fdn india indian inst publ hlth gurgaon,kumar r b,kumar ravi b,3374
1638,,3376,KUMARANAYAKE L,KUMARANAYAKE L,,,,,,,,,
1639,,3377,KUSIMO M O,KUSIMO MICHAEL O,Int Inst Trop Agr  08 BP 0932,Cotonou,Benin,,,,,,
748,0.994922,3378,KUWAWENARUWA A,KUWAWENARUWA AUGUST,,,,dar es salaam,tanzania,ifakara hlth inst,kuwawenaruwa a,kuwawenaruwa august,3378
748,0.994922,3379,KUWAWENARUWA A,KUWAWENARUWA AUGUST,Ifakara Hlth Inst,Dar Es Salaam,Tanzania,dar es salaam,tanzania,ifakara hlth inst,kuwawenaruwa a,kuwawenaruwa august,3378
749,0.994922,3380,KVALSVIG J,KVALSVIG J,,,,durban,south africa,univ kwazulu natal,kvalsvig j,kvalsvig j,3380
749,0.994922,3381,KVALSVIG J,KVALSVIG J,Univ Kwazulu NAtal,Durban,South Africa,durban,south africa,univ kwazulu natal,kvalsvig j,kvalsvig j,3380
750,0.994922,3382,KWAN G F,KWAN GENE F,,,,boston,ma usa,boston med ctr,kwan g f,kwan gene f,3382
750,0.994922,3383,KWAN G F,KWAN GENE F,Boston Med Ctr,Boston,MA USA,boston,ma usa,boston med ctr,kwan g f,kwan gene f,3382
751,0.99492180347442627,3384,LABBE P,LABBE PIERRICK,,,,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.99595955014228821,3385,LABBE P,LABBE PIERRICK,Univ Montpellier 2  CNRS UMR 5554  Inst Sci Evolut  Lab Genet & Environm,F-34095 Montpellier 05,France,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.99415454268455505,3386,LABBE P,LABBE PIERRICK,ISEM  CNRS 5554 UM2,Montpellier,France,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.99645583629608159,3387,LABBE P,LABBE PIERRICK,Univ Montpellier  Inst Sci Evolut Montpellier  CNRS UM IRD EPHE  UMR 5554  Pl Eugene Bataillon,Montpellier,France,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.99563969373702998,3388,LABBE P,LABBE PIERRICK,Univ Montpellier 2  CNRS  ISEM,Montpellier,France,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.99591497778892513,3389,LABBE P,LABBE PIERRICK,Univ Montpellier 2,Montpellier,France,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.99585825204849243,3390,LABBE P,LABBE PIERRICK,Univ Montpellier I,Montpellier,France,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.99496551156044011,3391,LABBE P,LABBE PIERRICK,CNRS  Inst Sci Evolut  UMR 5554,Montpellier,France,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.99315940141677861,3392,LABBE P,LABBE PIERRICK,Univ Edinburgh  Inst Evolutionary Biol  Edinburgh,Midlothian,Scotland,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.9946198523044586,3393,LABBE P,LABBE PIERRICK,CNRS  IRD  ISEM  UMR 5554,Montpellier,France,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
751,0.99571778178215031,3394,LABBE P,LABBE PIERRICK,Univ Montpellier,F-34059 Montpellier,France,montpellier,france,univ montpellier inst sci evolut montpellier cnrs um ird ephe umr 5554 pl eugene bataillon,labbe p,labbe pierrick,3384
1640,,3395,LACROIX M N,LACROIX MARIENOELLE,,,,,,,,,
752,0.99492180347442627,3396,LADEKPO R,LADEKPO RODOLPHE,,,,cotonou,benin,univ abomey calavi cerpage fac sci sante,ladekpo r,ladekpo rodolphe,3396
752,0.99523125092188514,3397,LADEKPO R,LADEKPO RODOLPHE,CERPAGE,Cotonou,Benin,cotonou,benin,univ abomey calavi cerpage fac sci sante,ladekpo r,ladekpo rodolphe,3396
