True Id,init_name,last_name,first_name,full_name,norm_name,place,affiliation,country
1280,AYALA D,AYALA,DIEGO,AYALA DIEGO,AYALA DIEGO,MONTPELLIER,IRD CNRS MIVEGEC UMR 224 5290,FRANCE
1289,FEDERICI C,FEDERICI,CHRISTIAN,FEDERICI CHRISTIAN,FEDERICI CHRISTIAN,PARIS,UNIV PARIS 05 PRES SORBONNE PARIS CITE,FRANCE
1296,DOUCOURE S,DOUCOURE,SOULEYMANE,DOUCOURE SOULEYMANE,DOUCOURE SOULEYMANE,MONTPELLIER,INST RECH DEV MIVEGEC UNIT,FRANCE
1297,MISSE D,MISSE,DOROTHEE,MISSE DOROTHEE,MISSE DOROTHEE,MONTPELLIER,INST RECH DEV MIVEGEC UNIT,FRANCE
1321,BONAVENTURE D,BONAVENTURE,DIANA,BONAVENTURE DIANA,BONAVENTURE DIANA,PARIS,IRD MERE & ENFANT FACE INFECT TROP UMR216 FAC PHARM,FRANCE
1322,CARRIEU A,CARRIEU,AMBRE,CARRIEU AMBRE,CARRIEU AMBRE,PARIS,IRD MERE & ENFANT FACE INFECT TROP UMR216 FAC PHARM,FRANCE
1326,LAPOUMEROULIE C,LAPOUMEROULIE,CLAUDINE,LAPOUMEROULIE CLAUDINE,LAPOUMEROULIE CLAUDINE,PARIS,HOP ROBERT DEBRE INSERM U763 PHYSIOPATHOL & PHARMACOGENOM TRAITEMENT DREP,FRANCE
1327,HAUCHECORNE M,HAUCHECORNE,MICHELLE,HAUCHECORNE MICHELLE,HAUCHECORNE MICHELLE,PARIS,HOP ROBERT DEBRE INSERM U763 PHYSIOPATHOL & PHARMACOGENOM TRAITEMENT DREP,FRANCE
1328,ZACCARIA I,ZACCARIA,ISABELLE,ZACCARIA ISABELLE,ZACCARIA ISABELLE,PARIS,INSERM CIES,FRANCE
1329,DUCROCQ R,DUCROCQ,ROLANDE,DUCROCQ ROLANDE,DUCROCQ ROLANDE,PARIS,HOP ROBERT DEBRE INSERM U763 PHYSIOPATHOL & PHARMACOGENOM TRAITEMENT DREP,FRANCE
1330,KRISHNAMOORTHY R,KRISHNAMOORTHY,RAJAGOPAL,KRISHNAMOORTHY RAJAGOPAL,KRISHNAMOORTHY RAJAGOPAL,PARIS,HOP ROBERT DEBRE INSERM U763 PHYSIOPATHOL & PHARMACOGENOM TRAITEMENT DREP,FRANCE
1331,ELION J,ELION,JACQUES,ELION JACQUES,ELION JACQUES,PARIS,HOP ROBERT DEBRE INSERM U763 PHYSIOPATHOL & PHARMACOGENOM TRAITEMENT DREP,FRANCE
1342,MARIN P,MARIN,PHILIPPE,MARIN PHILIPPE,MARIN PHILIPPE,MONTPELLIER,UM1 UM2 INSERM 661 IGF UMR CNRS 5203,FRANCE
1362,ARGY N,ARGY,NICOLAS,ARGY NICOLAS,ARGY NICOLAS,PARIS,HOP BICHAT CLAUDE BERNARD PARASITOL LAB,FRANCE
1363,SALNOT V,SALNOT,VIRGINIE,SALNOT VIRGINIE,SALNOT VIRGINIE,PARIS,PARIS DESCARTES UNIV FAC PHARM PARIS COMUE SORBONNE PARIS CITE,FRANCE
1369,FREDERIC P,FREDERIC,PAGES,FREDERIC PAGES,FREDERIC PAGES,MARSEILLE,INST TROP MED SERV SANTE ARMEES,FRANCE
1369,PAGES F,PAGES,FREDERIC,PAGES FREDERIC,PAGES FREDERIC,MARSEILLE,INST RECH BIOMED ARMEES UMR 6236,FRANCE
1374,DIALLO A,DIALLO,ABDOULAYE,DIALLO ABDOULAYE,DIALLO ABDOULAYE,PARIS,FAC PHARMACEUT SCI UMR 216 MERE & ENFANT FACE INFECT TROPICALES INST RECH DEV,FRANCE
1376,MACHAULT V,MACHAULT,VANESSA,MACHAULT VANESSA,MACHAULT VANESSA,TOULOUSE,OBSERV MIDI PYRENEES LAB AEROL,FRANCE
1377,LALOU R,LALOU,RICHARD,LALOU RICHARD,LALOU RICHARD,MARSEILLE,UNIV AIX MARSEILLE 1 IRD UMR 151,FRANCE
1387,ESCOLANO S,ESCOLANO,SYLVIE,ESCOLANO SYLVIE,ESCOLANO SYLVIE,VILLEJUIF,INST PASTEUR B2PHI UMR1181,FRANCE
1388,JOURNOT V,JOURNOT,VALERIE,JOURNOT VALERIE,JOURNOT VALERIE,BORDEAUX,CTR INSERM U897 EPIDEMIOL BIOSTAT,FRANCE
1389,KHELIOUEN N,KHELIOUEN,NABILA,KHELIOUEN NABILA,KHELIOUEN NABILA,PARIS,IRD MOTHER & CHILD FACED TROP INFECT UNIT UMR216,FRANCE
1390,MOUKOKO E C E,MOUKOKO,ELSE C EBOUMBOU,MOUKOKO ELSE C EBOUMBOU,MOUKOKO ELSE C EBOUMBOU,MARSEILLE,INST RECH BIOMED ARMEES ANTENNE MARSEILLE UNITE RECH BIOL & EPIDEMIOL PARASITAIRES,FRANCE
1392,MOHAMED A,MOHAMED,ALY,MOHAMED ALY,MOHAMED ALY,ANGERS,UNIV ANGERS UFR SCI LAB RECEPTEURS & CANAUX ION MEMBRANAIRES RCIM UPRES EA 2647 USC INRA 2023 IFR QUASAV 149,FRANCE
1410,FARCE M,FARCE,MANON,FARCE MANON,FARCE MANON,MONTPELLIER,UNIV MONTPELLIER I UMR MIVEGEC IRD224 CNRS5290,FRANCE
1414,BAXERRES C,BAXERRES,CARINE,BAXERRES CARINE,BAXERRES CARINE,PARIS,IRD MERIT UMR MERE & ENFANT FACE INFECT TROP 216,FRANCE
1425,MECKERT L,MECKERT,LYDIA,MECKERT LYDIA,MECKERT L,STRASBOURG,UNIV STRASBOURG  INST PARASITOL & PATHOL TROPICALE,FRANCE
1429,FAURE G,FAURE,GRAZYNA,FAURE GRAZYNA,FAURE G,PARIS,INST PASTEUR  CNRS  UNITE IMMUNOL STRUCT  URA2185,FRANCE
1465,BOISSIERE A,BOISSIERE,ANNE,BOISSIERE ANNE,BOISSIERE A,MONTPELLIER,UMR IRD 224 CNRS 5290 UM1 UM2  LAB MIVEGEC,FRANCE
1467,MAKOUNDOU P,MAKOUNDOU,PATRICK,MAKOUNDOU PATRICK,MAKOUNDOU P,MONTPELLIER,UNIV MONTPELLIER  INST SCI EVOLUT MONTPELLIER  CNRS UM IRD EPHE  UMR 5554  PL EUGENE BATAILLON,FRANCE
1469,BELKHIR K,BELKHIR,KHALID,BELKHIR KHALID,BELKHIR K,MONTPELLIER,UNIV MONTPELLIER  INST SCI EVOLUT MONTPELLIER  CNRS UM IRD EPHE  UMR 5554  PL EUGENE BATAILLON,FRANCE
1484,ANDRIANTSOANIRINA V,ANDRIANTSOANIRINA,VALERIE,ANDRIANTSOANIRINA VALERIE,ANDRIANTSOANIRINA V,BOBIGNY,HOP AVICENNE  AP HP  LAB PARASITOL MYCOL,FRANCE
1539,LYSANIUK B,LYSANIUK,B,LYSANIUK B,LYSANIUK B,PARIS,POLE RECH ORG & DIFFUS INFORMAT GEOG,FRANCE
1571,DURAND B,DURAND,BENOIT,DURAND BENOIT,DURAND B,MAISONS ALFORT,AFSSA LERPAZ,FRANCE
1602,DAHLSTROM S,DAHLSTROEM,SABINA,DAHLSTROEM SABINA,DAHLSTROM S,PARIS,BICHAT C BERNARD HOSP  INST MED & EPIDEMIOL APPL,FRANCE
1675,RUSTICO T,RUSTICO,TATIANA,RUSTICO TATIANA,RUSTICO T,PARIS,INST RECH DEV  MOTHER & CHILD FACED TROP INFECT RES UNIT  UMR216,FRANCE
1691,MARCOMBE S,MARCOMBE,SEBASTIEN,MARCOMBE SEBASTIEN,MARCOMBE S,MONTPELLIER,IRD  IRD 224  CNRS 5290  UNITE MIXTE RECH MIVEGEC UM1,FRANCE
1692,POCQUET N,POCQUET,NICOLAS,POCQUET NICOLAS,POCQUET N,MONTPELLIER,IRD  IRD 224  CNRS 5290  UNITE MIXTE RECH MIVEGEC UM1,FRANCE
1706,PEREZ J,PEREZ,JULIE,PEREZ JULIE,PEREZ J,MONTPELLIER,CNRS  IRD  ISEM  UMR 5554,FRANCE
1710,SKOVMAND O,SKOVMAND,OLE,SKOVMAND OLE,SKOVMAND O,CASTELNAU LE LEZ,INTELLIGENT INSECT CONTROL,FRANCE
1711,BOSSELMANN R,BOSSELMANN,RUNE,BOSSELMANN RUNE,BOSSELMANN R,CASTELNAU LE LEZ,INTELLIGENT INSECT CONTROL,FRANCE
1737,ABATE L,ABATE,LUC,ABATE LUC,ABATE L,MONTPELLIER,IRD  MIVEGEC  CNRS IRD UM1 UM2 5290 224,FRANCE
1789,OLAGNIER D,OLAGNIER,DAVID,OLAGNIER DAVID,OLAGNIER D,TOULOUSE,UNIV TOULOUSE 3  INST RECH DEV  UMR PHARMA DEV 152  CHU RANGUEIL,FRANCE
1790,MAJOREL C,MAJOREL,CLARISSE,MAJOREL CLARISSE,MAJOREL C,TOULOUSE,UNIV TOULOUSE 3  INST RECH DEV  UMR PHARMA DEV 152  CHU RANGUEIL,FRANCE
1791,MIMAR S,MIMAR,SALIHA,MIMAR SALIHA,MIMAR S,TOULOUSE,UNIV TOULOUSE 3  INST RECH DEV  UMR PHARMA DEV 152  CHU RANGUEIL,FRANCE
1792,PIPY B,PIPY,BERNARD,PIPY BERNARD,PIPY B,TOULOUSE,UNIV TOULOUSE 3  INST RECH DEV  UMR PHARMA DEV 152  CHU RANGUEIL,FRANCE
1793,COSTE A,COSTE,AGNES,COSTE AGNES,COSTE A,TOULOUSE,UNIV TOULOUSE 3  INST RECH DEV  UMR PHARMA DEV 152  CHU RANGUEIL,FRANCE
1814,LEGROS C,LEGROS,CHRISTIAN,LEGROS CHRISTIAN,LEGROS C,ANGERS,UNIV ANGERS  UFR SCI  LAB RECEPTEURS & CANAUX ION MEMBRANAIRES RCIM  UPRES EA 2647 USC INRA 2023 IFR QUASAV 149,FRANCE
1143,VASANKARI T J,VASANKARI,TOMMI J,VASANKARI TOMMI J,VASANKARI TOMMI J,TAMPERE,UKK INST HLTH PROMOT RES,FINLAND
132,ALEMAYEHU B,ALEMAYEHU,BEREKET,ALEMAYEHU BEREKET,ALEMAYEHU BEREKET H,ADDIS ABABA,INT CTR AIDS CARE & TREATMENT PROGRAMS,ETHIOPIA
132,ALEMAYEHU B H,ALEMAYEHU,BEREKET H,ALEMAYEHU BEREKET H,ALEMAYEHU BEREKET H,ADDIS ABABA,INT CTR AIDS CARE & TREATMENT PROGRAMS,ETHIOPIA
132,ALEMAYEHU B H,ALEMAYEHU,B H,ALEMAYEHU B H,ALEMAYEHU BEREKET H,ADDIS ABABA,INT CTR AIDS CARE & TREATMENT PROGRAMS,ETHIOPIA
188,JIMA D,JIMA,DADDI,JIMA DADDI,JIMA DADDI,ADDIS ABABA,FED MINIST HLTH,ETHIOPIA
188,JIMA D,JIMA,D,JIMA D,JIMA DADDI,ADDIS ABABA,FED MINIST HLTH,ETHIOPIA
869,ABERA S F,ABERA,SEMAW FEREDE,ABERA SEMAW FEREDE,ABERA SEMAW FEREDE,MEKELLE,MEKELLE UNIV COLL HLTH SCI SCH PUBL HLTH,ETHIOPIA
882,ALEMU Z A,ALEMU,ZEWDIE ADERAW,ALEMU ZEWDIE ADERAW,ALEMU ZEWDIE ADERAW,DEBRE MARKOS,DEBRE MARKOS UNIV,ETHIOPIA
907,BEKELE T,BEKELE,TOLESA,BEKELE TOLESA,BEKELE TOLESA,GOBA,MADAWALABU UNIV BALE,ETHIOPIA
910,BEYENE T J,BEYENE,TARIKU JIBAT,BEYENE TARIKU JIBAT,BEYENE TARIKU JIBAT,ADDIS ABABA,UNIV ADDIS ABABA,ETHIOPIA
932,DERIBE K,DERIBE,KEBEDE,DERIBE KEBEDE,DERIBE KEBEDE,ADDIS ABABA,UNIV ADDIS ABABA,ETHIOPIA
934,DESSALEGN M,DESSALEGN,MULUKEN,DESSALEGN MULUKEN,DESSALEGN MULUKEN,ADDIS ABABA,AFRICA MED & RES FDN ETHIOPIA,ETHIOPIA
1042,MELAKU Y A,MELAKU,YOHANNES ADAMA,MELAKU YOHANNES ADAMA,MELAKU YOHANNES ADAMA,MEKELLE,MEKELLE UNIV,ETHIOPIA
1160,WOLDEYOHANNES S M,WOLDEYOHANNES,SOLOMON MESERET,WOLDEYOHANNES SOLOMON MESERET,WOLDEYOHANNES SOLOMON MESERET,GONDAR,UNIV GONDAR INST PUBL HLTH,ETHIOPIA
976,INNOS K,INNOS,KAIRE,INNOS KAIRE,INNOS KAIRE,TALLINN,NATL INST HLTH DEV,ESTONIA
1011,LAI T,LAI,TAAVI,LAI TAAVI,LAI TAAVI,TALLINN,FOURTH VIEW CONSULTING,ESTONIA
1019,LEINSALU M,LEINSALU,MALL,LEINSALU MALL,LEINSALU MALL,TALLINN,NATL INST HLTH DEV,ESTONIA
22,IRISH S,IRISH,S,IRISH S,IRISH SETH,LONDON,UNIV LONDON LONDON SCH HYG & TROP MED DEPT INFECT & TROP DIS,ENGLAND
22,IRISH S,IRISH,SETH,IRISH SETH,IRISH SETH,LONDON,UNIV LONDON LONDON SCH HYG & TROP MED DEPT INFECT & TROP DIS,ENGLAND
22,IRISH S R,IRISH,S R,IRISH S R,IRISH SETH,LONDON,UNIV LONDON LONDON SCH HYG & TROP MED DEPT INFECT & TROP DIS,ENGLAND
22,IRISH S R,IRISH,SETH R,IRISH SETH R,IRISH SETH,LONDON,UNIV LONDON LONDON SCH HYG & TROP MED DEPT INFECT & TROP DIS,ENGLAND
24,ROWLAND M,ROWLAND,MARK,ROWLAND MARK,ROWLAND MARK,LONDON,LONDON SCH HYG & TROP MED,ENGLAND
24,ROWLAND M,ROWLAND,M,ROWLAND M,ROWLAND MARK,LONDON,LONDON SCH HYG & TROP MED,ENGLAND
24,ROWLAND M W,ROWLAND,MARK W,ROWLAND MARK W,ROWLAND MARK,LONDON,LONDON SCH HYG & TROP MED,ENGLAND
25,ROWLAND M W,ROWLAND,M W,ROWLAND M W,ROWLAND MARK,LONDON,PAMVERC,ENGLAND
34,JONES C M,JONES,CHRISTOPHER M,JONES CHRISTOPHER M,JONES CHRISTOPHER M,HERTS,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
35,POUPARDIN R,POUPARDIN,RODOLPHE,POUPARDIN RODOLPHE,POUPARDIN RODOLPHE,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
38,RANSON H,RANSON,HILARY,RANSON HILARY,RANSON HILARY,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
39,NGUFOR C,NGUFOR,CORINE,NGUFOR CORINE,NGUFOR CORINE,LONDON,CREC,ENGLAND
42,MALONE D,MALONE,DAVID,MALONE DAVID,MALONE DAVID,MERSEYSIDE,INNOVAT VECTOR CONTROL CONSORTIUM LIVERPOOL,ENGLAND
43,ISMAIL H,ISMAIL,HANAFY,ISMAIL HANAFY,ISMAIL HANAFY,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED LIVERPOOL L3 5QA,ENGLAND
43,ISMAIL H M,ISMAIL,HANAFY M,ISMAIL HANAFY M,ISMAIL HANAFY,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED LIVERPOOL L3 5QA,ENGLAND
97,YATES A,YATES,A,YATES A,YATES A,LONDON,UNIV LONDON LONDON SCH HYG & TROP MED,ENGLAND
97,YATES A,YATES,ALISON,YATES ALISON,YATES A,LONDON,UNIV LONDON LONDON SCH HYG & TROP MED,ENGLAND
133,ALLAN R,ALLAN,RICHARD,ALLAN RICHARD,ALLAN RICHARD,CRAWLEY,MENTOR INITIAT,ENGLAND
144,BOUSEMA T,BOUSEMA,TEUN,BOUSEMA TEUN,BOUSEMA TEUN,LONDON,RADBOUD UNIV NIJMEGEN MED CTR DEPT MED MICROBIOL,ENGLAND
144,BOUSEMA T,BOUSEMA,T,BOUSEMA T,BOUSEMA TEUN,LONDON,RADBOUD UNIV NIJMEGEN MED CTR DEPT MED MICROBIOL,ENGLAND
148,DAHAL P,DAHAL,PRABIN,DAHAL PRABIN,DAHAL PRABIN,OXFORD,WWARN,ENGLAND
155,DRAKELEY C J,DRAKELEY,CHRIS J,DRAKELEY CHRIS J,DRAKELEY CHRIS J,LONDON,GERMAN CTR INFECT RES,ENGLAND
165,FLEGG J A,FLEGG,JENNIFER A,FLEGG JENNIFER A,FLEGG JENNIFER A,OXFORD,WWARN,ENGLAND
167,FOGG C,FOGG,CAROLE,FOGG CAROLE,FOGG CAROLE,HANTS,UNIV PORTSMOUTH PORTSMOUTH HOSP NHS TRUST PORTSMOUTH,ENGLAND
172,GETHING P W,GETHING,PETER W,GETHING PETER W,GETHING PETER W,OXFORD,UNIV OXFORD DEPT ZOOL SPATIAL ECOL & EPIDEMIOL GRP,ENGLAND
177,GREENWOOD B,GREENWOOD,BRIAN,GREENWOOD BRIAN,GREENWOOD BRIAN,LONDON,LONDON SCH HYG & TROP MED FAC INFECT & TROP DIS DEPT DIS CONTROL,ENGLAND
179,GUERIN P J,GUERIN,PHILIPPE J,GUERIN PHILIPPE J,GUERIN PHILIPPE J,OXFORD,WWARN,ENGLAND
182,HAMOUR S,HAMOUR,SALLY,HAMOUR SALLY,HAMOUR SALLY,LONDON,ROYAL FREE HOSP UCL CTR NEPHROL,ENGLAND
183,HAY S I,HAY,SIMON I,HAY SIMON I,HAY SIMON I,OXFORD,UNIV OXFORD,ENGLAND
185,HUMPHREYS G S,HUMPHREYS,GEORGINA S,HUMPHREYS GEORGINA S,HUMPHREYS GEORGINA S,OXFORD,WWARN,ENGLAND
202,KRISHNA S,KRISHNA,SANJEEV,KRISHNA SANJEEV,KRISHNA SANJEEV,LONDON,UNIV LONDON INST INFECT & IMMUN,ENGLAND
205,LIMA A,LIMA,ANGELES,LIMA ANGELES,LIMA ANGELES,OXFORD,UNIV OXFORD WELLCOME TRUST CTR HUMAN GENET,ENGLAND
205,LIMA A,LIMA,A,LIMA A,LIMA ANGELES,OXFORD,UNIV OXFORD WELLCOME TRUST CTR HUMAN GENET,ENGLAND
216,MOREIRA C,MOREIRA,CLARISSA,MOREIRA CLARISSA,MOREIRA CLARISSA,OXFORD,WWARN,ENGLAND
223,NSANZABANA C,NSANZABANA,CHRISTIAN,NSANZABANA CHRISTIAN,NSANZABANA CHRISTIAN,OXFORD,WWARN,ENGLAND
225,OGUIKE M,OGUIKE,MARY,OGUIKE MARY,OGUIKE MARY,LONDON,LONDON SCH HYG & TROP MED FAC INFECT & TROP DIS DEPT INFECT & IMMUN,ENGLAND
239,PRICE R N,PRICE,RIC N,PRICE RIC N,PRICE RIC N,OXFORD,WWARN,ENGLAND
242,ROPER C,ROPER,CALLY,ROPER CALLY,ROPER CALLY,LONDON,LONDON SCH HYG & TROP MED FAC INFECT & TROP DIS DEPT PATHOGEN MOL BIOL,ENGLAND
251,SIBLEY C H,SIBLEY,CAROL H,SIBLEY CAROL H,SIBLEY CAROL H,OXFORD,WWARN,ENGLAND
251,SIBLEY C H,SIBLEY,CAROL HOPKINS,SIBLEY CAROL HOPKINS,SIBLEY CAROL H,OXFORD,WWARN,ENGLAND
257,STAEDKE S G,STAEDKE,SARAH G,STAEDKE SARAH G,STAEDKE SARAH G,LONDON,LONDON SCH HYG & TROP MED FAC INFECT & TROP DIS DEPT CLIN RES,ENGLAND
258,STEPNIEWSKA K,STEPNIEWSKA,KASIA,STEPNIEWSKA KASIA,STEPNIEWSKA KASIA,OXFORD,WWARN,ENGLAND
259,SUTHERLAND C J,SUTHERLAND,COLIN J,SUTHERLAND COLIN J,SUTHERLAND COLIN J,LONDON,LONDON SCH HYG & TROP MED FAC INFECT & TROP DIS DEPT INFECT & IMMUN,ENGLAND
260,SWARTHOUT T D,SWARTHOUT,TODD D,SWARTHOUT TODD D,SWARTHOUT TODD D,LONDON,MED SANS FRONTIERES,ENGLAND
273,VAN DEN BROEK I,VAN DEN BROEK,INGRID,VAN DEN BROEK INGRID,VAN DEN BROEK INGRID,LONDON,NATL INST PUBL HLTH & ENVIRONM CTR INFECT DIS CONTROL,ENGLAND
273,VAN DEN BROEK I,VAN DEN BROEK,I,VAN DEN BROEK I,VAN DEN BROEK INGRID,LONDON,NATL INST PUBL HLTH & ENVIRONM CTR INFECT DIS CONTROL,ENGLAND
275,WARD S A,WARD,STEPHEN A,WARD STEPHEN A,WARD STEPHEN A,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED DEPT PARASITOL LIVERPOOL L3 5QA,ENGLAND
276,WINSTANLEY P A,WINSTANLEY,PETER A,WINSTANLEY PETER A,WINSTANLEY PETER A,W MIDLANDS,UNIV WARWICK WARWICK MED SCH COVENTRY CV4 7AL,ENGLAND
298,IRVING H,IRVING,HELEN,IRVING HELEN,IRVING HELEN,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR GRP LIVERPOOL L3 5QA,ENGLAND
300,WONDJI C S,WONDJI,CHARLES S,WONDJI CHARLES S,WONDJI CHARLES S,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED LIVERPOOL L3 5QA,ENGLAND
300,WONDJI C,WONDJI,CHARLES,WONDJI CHARLES,WONDJI CHARLES S,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED LIVERPOOL L3 5QA,ENGLAND
357,TRIPET F,TRIPET,FREDERIC,TRIPET FREDERIC,TRIPET FREDERIC,STAFFORDSHIRE,KEELE UNIV SCH LIFE SCI CTR APPL ENTOMOL & PARASITOL,ENGLAND
358,DONNELLY M J,DONNELLY,MARTIN J,DONNELLY MARTIN J,DONNELLY MARTIN J,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
358,DONNELLY M,DONNELLY,MARTIN,DONNELLY MARTIN,DONNELLY MARTIN J,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
358,DONNELLY M J,DONNELLY,MARTIN JAMES,DONNELLY MARTIN JAMES,DONNELLY MARTIN J,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
413,NEWTON P N,NEWTON,PAUL N,NEWTON PAUL N,NEWTON P N,OXFORD,UNIV OXFORD NUFFIELD DEPT CLIN MED CTR TROP MED & GLOBAL HLTH,ENGLAND
413,NEWTON P N,NEWTON,P N,NEWTON P N,NEWTON P N,OXFORD,UNIV OXFORD NUFFIELD DEPT CLIN MED CTR TROP MED & GLOBAL HLTH,ENGLAND
421,TER KUILE F,TER KUILE,FEIKO,TER KUILE FEIKO,TER KUILE FEIKO,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED DEPT CLIN SCI MALARIA EPIDEMIOL UNIT LIVERPOOL L3 5QA,ENGLAND
421,TER KUILE F O,TER KUILE,FEIKO O,TER KUILE FEIKO O,TER KUILE FEIKO,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED DEPT CLIN SCI MALARIA EPIDEMIOL UNIT LIVERPOOL L3 5QA,ENGLAND
428,WEETMAN D,WEETMAN,DAVID,WEETMAN DAVID,WEETMAN DAVID,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
429,WILDING C S,WILDING,CRAIG S,WILDING CRAIG S,WILDING CRAIG S,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR GRP LIVERPOOL L3 5QA,ENGLAND
430,WILLIAMSON M S,WILLIAMSON,MARTIN S,WILLIAMSON MARTIN S,WILLIAMSON MARTIN S,HERTS,ROTHAMSTED RES DEPT BIOL CHEM HARPENDEN AL5 2JQ,ENGLAND
467,CONSTANT E,CONSTANT,EDI,CONSTANT EDI,CONSTANT EDI,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED DEPT VECTOR BIOL LIVERPOOL L3 5QA,ENGLAND
467,CONSTANT E A V,CONSTANT,EDI A V,CONSTANT EDI A V,CONSTANT EDI,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED DEPT VECTOR BIOL LIVERPOOL L3 5QA,ENGLAND
468,ESSANDOH J,ESSANDOH,JOHN,ESSANDOH JOHN,ESSANDOH JOHN,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
506,RIVERON J M,RIVERON,JACOB M,RIVERON JACOB M,RIVERON JACOB M,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
507,YUNTA C,YUNTA,CRISTINA,YUNTA CRISTINA,YUNTA CRISTINA,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
508,MENZE B D,MENZE,BENJAMIN D,MENZE BENJAMIN D,MENZE BENJAMIN D,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
509,HEMINGWAY J,HEMINGWAY,JANET,HEMINGWAY JANET,HEMINGWAY JANET,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
522,KHUNRAE P,KHUNRAE,PONGSAK,KHUNRAE PONGSAK,KHUNRAE PONGSAK,CAMBRIDGE,UNIV CAMBRIDGE DEPT BIOCHEM,ENGLAND
531,HIGGINS M K,HIGGINS,MATTHEW K,HIGGINS MATTHEW K,HIGGINS MATTHEW K,CAMBRIDGE,UNIV CAMBRIDGE DEPT BIOCHEM,ENGLAND
594,EDI C V,EDI,CONSTANT V,EDI CONSTANT V,EDI CONSTANT V,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
595,PAINE M J I,PAINE,MARK J I,PAINE MARK J I,PAINE MARK J I,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED VECTOR BIOL DEPT LIVERPOOL L3 5QA,ENGLAND
683,BRABIN B,BRABIN,BERNARD,BRABIN BERNARD,BRABIN BERNARD,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED CHILD & REPROD HLTH GRP LIVERPOOL L3 5QA,ENGLAND
689,KAUR H,KAUR,H,KAUR H,KAUR H,LONDON,UNIV LONDON LONDON SCH HYG & TROP MED,ENGLAND
692,GIBSON G,GIBSON,GABRIELLA,GIBSON GABRIELLA,GIBSON GABRIELLA,KENT,UNIV GREENWICH MEDWAY NAT RESOURCES INST DEPT AGR HLTH & ENVIRONM CHATHAM ME4 4TB,ENGLAND
692,GIBSON G,GIBSON,G,GIBSON G,GIBSON GABRIELLA,KENT,UNIV GREENWICH MEDWAY NAT RESOURCES INST DEPT AGR HLTH & ENVIRONM CHATHAM ME4 4TB,ENGLAND
699,CONWAY D J,CONWAY,DAVID J,CONWAY DAVID J,CONWAY DAVID J,LONDON,LONDON SCH HYG & TROP MED FAC INFECT & TROP DIS,ENGLAND
699,CONWAY D J,CONWAY,DJ,CONWAY DJ,CONWAY DAVID J,LONDON,LONDON SCH HYG & TROP MED FAC INFECT & TROP DIS,ENGLAND
771,STRODE C,STRODE,CLARE,STRODE CLARE,STRODE CLARE,MERSEYSIDE,UNIV LIVERPOOL LIVERPOOL SCH TROP MED LIVERPOOL,ENGLAND
